freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2620000000.00000000	5425.64800000	5419.85400000	5354.51400000	5351.33200000	5372.63200000	5366.46600000	5357.16200000	5346.38600000	5346.54200000	5336.45000000	5371.29960000	5364.09760000
2621672240.80267572	5411.72600000	5406.10400000	5357.23800000	5345.95000000	5348.32200000	5339.31200000	5354.82000000	5347.35200000	5367.41200000	5360.86200000	5367.90360000	5359.91600000
2623344481.60535097	5445.81600000	5448.40600000	5386.99800000	5394.62200000	5402.17200000	5399.64800000	5357.62000000	5350.56400000	5323.30800000	5318.74400000	5383.18280000	5382.39680000
2625016722.40802670	5451.04400000	5433.72200000	5420.88800000	5408.23200000	5410.23600000	5404.17400000	5332.12600000	5327.42600000	5325.82800000	5318.46800000	5388.02440000	5378.40440000
2626688963.21070242	5396.44600000	5403.71800000	5333.12800000	5341.81400000	5342.60600000	5343.27400000	5356.45600000	5358.79800000	5381.26800000	5376.00000000	5361.98080000	5364.72080000
2628361204.01337814	5401.70200000	5405.10400000	5350.40000000	5348.70200000	5339.52800000	5336.15800000	5341.86200000	5337.84400000	5375.42200000	5370.93800000	5361.78280000	5359.74920000
2630033444.81605339	5423.99000000	5421.38200000	5370.21600000	5367.78600000	5339.65800000	5339.31800000	5336.76200000	5333.32800000	5347.24400000	5340.71200000	5363.57400000	5360.50520000
2631705685.61872911	5460.42000000	5449.81000000	5348.23600000	5346.39400000	5336.98600000	5326.08800000	5352.18400000	5346.45600000	5396.14200000	5395.81800000	5378.79360000	5372.91320000
2633377926.42140484	5448.03400000	5437.06600000	5375.76000000	5367.15200000	5380.79000000	5370.81000000	5366.27600000	5358.26000000	5349.82600000	5341.17800000	5384.13720000	5374.89320000
2635050167.22408009	5446.31200000	5436.72400000	5369.59000000	5362.37800000	5371.10000000	5370.02000000	5352.21200000	5339.48200000	5346.38600000	5334.86400000	5377.12000000	5368.69360000
2636722408.02675581	5406.30600000	5402.50800000	5361.50200000	5355.12600000	5371.24000000	5363.32400000	5351.75000000	5343.88800000	5334.40200000	5332.12200000	5365.04000000	5359.39360000
2638394648.82943153	5438.28000000	5430.81000000	5353.51200000	5340.69400000	5370.94800000	5365.72800000	5345.50000000	5333.21000000	5328.49800000	5321.93400000	5367.34760000	5358.47520000
2640066889.63210726	5447.95600000	5441.83200000	5398.85800000	5394.91800000	5359.99800000	5351.32800000	5409.67600000	5403.70200000	5397.75200000	5394.95200000	5402.84800000	5397.34640000
2641739130.43478251	5396.77200000	5407.13200000	5332.76400000	5341.24400000	5339.67600000	5339.35600000	5329.16200000	5329.89200000	5378.53200000	5380.02200000	5355.38120000	5359.52920000
2643411371.23745823	5484.34600000	5474.14800000	5391.87000000	5378.78400000	5397.29000000	5393.39000000	5372.76600000	5363.66200000	5415.02800000	5415.03600000	5412.26000000	5405.00400000
2645083612.04013395	5464.71200000	5452.49200000	5394.98800000	5386.59600000	5390.78600000	5387.15400000	5370.17000000	5355.51000000	5404.76200000	5393.62800000	5405.08360000	5395.07600000
2646755852.84280920	5444.26600000	5430.87000000	5408.76200000	5404.58400000	5339.04800000	5333.86600000	5334.26600000	5331.20600000	5344.73000000	5340.26400000	5374.21440000	5368.15800000
2648428093.64548492	5445.58200000	5439.20600000	5342.37200000	5335.40600000	5355.84400000	5352.30600000	5369.35800000	5358.38000000	5414.23800000	5402.77600000	5385.47880000	5377.61480000
2650100334.44816065	5448.61800000	5440.74800000	5350.93400000	5343.46800000	5359.76200000	5344.65400000	5362.70800000	5360.04600000	5409.22600000	5402.76200000	5386.24960000	5378.33560000
2651772575.25083590	5450.80800000	5442.07600000	5396.71800000	5390.15600000	5388.41400000	5379.66600000	5352.19400000	5343.51800000	5344.80000000	5337.34400000	5386.58680000	5378.55200000
2653444816.05351162	5430.70200000	5428.58400000	5406.54000000	5404.63600000	5380.92200000	5374.14400000	5372.61600000	5372.06800000	5358.42800000	5354.05000000	5389.84160000	5386.69640000
2655117056.85618734	5451.38800000	5447.28800000	5390.31200000	5391.61000000	5374.88800000	5372.40000000	5360.75000000	5354.58800000	5414.72200000	5404.45800000	5398.41200000	5394.06880000
2656789297.65886307	5455.57200000	5451.41600000	5413.32000000	5405.42400000	5407.73000000	5403.81200000	5360.59400000	5352.33400000	5316.82600000	5312.47000000	5390.80840000	5385.09120000
2658461538.46153831	5407.82200000	5403.44800000	5362.98000000	5361.66800000	5347.08000000	5343.65400000	5362.83200000	5349.86000000	5353.77400000	5351.07200000	5366.89760000	5361.94040000
2660133779.26421404	5424.99800000	5421.48000000	5365.86600000	5360.28000000	5343.44800000	5330.66400000	5385.75600000	5380.63000000	5425.16200000	5411.47200000	5389.04600000	5380.90520000
2661806020.06688976	5438.38000000	5433.93000000	5397.98200000	5392.00000000	5419.25200000	5416.80600000	5375.70600000	5368.39000000	5388.72800000	5383.28600000	5404.00960000	5398.88240000
2663478260.86956501	5421.59600000	5413.10400000	5383.20000000	5374.55200000	5349.62000000	5346.69800000	5383.22000000	5375.71200000	5415.96200000	5409.65000000	5390.71960000	5383.94320000
2665150501.67224073	5444.32400000	5444.96200000	5352.10600000	5346.44000000	5373.94600000	5364.41600000	5352.68000000	5349.30400000	5332.74800000	5321.86200000	5371.16080000	5365.39680000
2666822742.47491646	5447.91400000	5439.48600000	5395.03200000	5392.66600000	5360.05600000	5350.19600000	5408.90000000	5400.39000000	5400.22000000	5388.23200000	5402.42440000	5394.19400000
2668494983.27759218	5415.11400000	5411.36400000	5390.39600000	5387.48800000	5375.01000000	5364.30600000	5375.02800000	5371.66600000	5393.62000000	5393.27200000	5389.83360000	5385.61920000
2670167224.08026743	5456.12400000	5452.36800000	5410.47000000	5403.56000000	5346.86200000	5337.92800000	5363.63200000	5356.49400000	5425.32200000	5420.74600000	5400.48200000	5394.21920000
2671839464.88294315	5403.61800000	5403.90200000	5386.94000000	5378.77400000	5369.70200000	5367.44800000	5397.02400000	5393.76200000	5400.30000000	5390.49000000	5391.51680000	5386.87520000
2673511705.68561888	5462.88600000	5459.14600000	5342.68400000	5339.60200000	5348.41200000	5352.21400000	5368.63400000	5368.70600000	5408.63600000	5407.86000000	5386.25040000	5385.50560000
2675183946.48829412	5465.58200000	5460.36200000	5388.80600000	5382.29600000	5396.76600000	5390.43400000	5374.25600000	5364.11800000	5395.74800000	5394.76000000	5404.23160000	5398.39400000
2676856187.29096985	5441.06600000	5433.94400000	5413.54400000	5412.15400000	5401.26400000	5400.97400000	5362.56000000	5359.24200000	5396.23400000	5392.17800000	5402.93360000	5399.69840000
2678528428.09364557	5417.67800000	5412.69800000	5391.11000000	5379.44000000	5343.05400000	5342.22000000	5335.21200000	5330.53800000	5332.33800000	5336.71400000	5363.87840000	5360.32200000
2680200668.89632130	5419.39000000	5411.01200000	5356.99200000	5354.54800000	5371.39200000	5370.18600000	5349.48400000	5346.42400000	5333.73200000	5327.54600000	5366.19800000	5361.94320000
2681872909.69899654	5429.15200000	5430.99600000	5394.49200000	5387.11800000	5393.01800000	5393.89600000	5344.50000000	5340.77800000	5333.51600000	5336.19600000	5378.93560000	5377.79680000
2683545150.50167227	5428.49800000	5423.81800000	5393.98000000	5391.61200000	5391.02200000	5390.87000000	5382.29400000	5379.74800000	5375.34200000	5366.20400000	5394.22720000	5390.45040000
2685217391.30434799	5415.49600000	5412.45200000	5385.16000000	5387.95600000	5359.18600000	5352.30400000	5380.12600000	5372.58200000	5403.98000000	5405.90400000	5388.78960000	5386.23960000
2686889632.10702324	5448.61200000	5437.91200000	5354.97600000	5351.00600000	5344.75800000	5338.30200000	5351.48600000	5343.93000000	5393.86000000	5394.82800000	5378.73840000	5373.19560000
2688561872.90969896	5428.02400000	5428.43800000	5397.77000000	5391.64000000	5398.71800000	5401.42400000	5348.08000000	5342.23200000	5336.84000000	5333.33000000	5381.88640000	5379.41280000
2690234113.71237469	5466.24000000	5467.16200000	5389.68200000	5384.00000000	5386.91600000	5386.47400000	5363.75400000	5364.45200000	5405.55800000	5405.11600000	5402.43000000	5401.44080000
2691906354.51504993	5424.36600000	5420.74400000	5390.82600000	5383.29200000	5331.26200000	5333.74400000	5332.20800000	5327.14800000	5326.15000000	5333.27200000	5360.96240000	5359.64000000
2693578595.31772566	5455.75800000	5451.73400000	5396.69600000	5392.89600000	5357.28000000	5356.59000000	5359.07600000	5351.96600000	5418.04800000	5410.40000000	5397.37160000	5392.71720000
2695250836.12040138	5403.25600000	5401.74600000	5386.60600000	5386.47400000	5370.15800000	5370.87600000	5388.69400000	5389.94400000	5393.07600000	5393.75400000	5388.35800000	5388.55880000
2696923076.92307711	5425.60800000	5421.33800000	5338.80200000	5336.13800000	5334.34800000	5333.93600000	5314.70400000	5316.50800000	5382.86400000	5381.49400000	5359.26520000	5357.88280000
2698595317.72575235	5441.29400000	5445.91400000	5406.37000000	5399.85600000	5348.32800000	5346.52600000	5362.48600000	5362.52400000	5410.38800000	5406.06600000	5393.77320000	5392.17720000
2700267558.52842808	5419.49400000	5422.69000000	5402.48400000	5399.23400000	5397.65400000	5392.74400000	5371.18600000	5372.50200000	5389.19600000	5395.77200000	5396.00280000	5396.58840000
2701939799.33110380	5416.65200000	5410.06400000	5359.59800000	5363.05800000	5332.15000000	5336.34600000	5378.36400000	5378.05400000	5411.95800000	5412.35600000	5379.74440000	5379.97560000
2703612040.13377905	5415.34000000	5411.75600000	5378.91600000	5385.72200000	5376.03800000	5368.29600000	5377.33600000	5376.07000000	5389.78200000	5382.80400000	5387.48240000	5384.92960000
2705284280.93645477	5453.36800000	5453.74800000	5394.22600000	5391.22800000	5390.16400000	5390.91600000	5357.31200000	5354.00000000	5318.62600000	5322.05000000	5382.73920000	5382.38840000
2706956521.73913050	5460.68400000	5456.59400000	5352.02800000	5348.81400000	5352.17800000	5353.30600000	5356.75200000	5360.06400000	5406.96600000	5404.88200000	5385.72160000	5384.73200000
2708628762.54180622	5431.81600000	5429.84200000	5409.39200000	5409.90800000	5343.01600000	5346.04200000	5396.50800000	5393.24800000	5381.04400000	5383.44600000	5392.35520000	5392.49720000
2710301003.34448147	5440.76600000	5440.17600000	5381.53200000	5383.09200000	5374.39200000	5377.27000000	5356.88400000	5360.81200000	5355.00600000	5360.35600000	5381.71600000	5384.34120000
2711973244.14715719	5393.07600000	5395.95200000	5356.33200000	5363.47400000	5335.70800000	5338.07200000	5333.88200000	5328.07600000	5344.25800000	5349.53400000	5352.65120000	5355.02160000
2713645484.94983292	5438.80200000	5440.95200000	5396.85800000	5397.66200000	5337.92200000	5344.28400000	5393.46600000	5404.45200000	5371.54600000	5379.45200000	5387.71880000	5393.36040000
2715317725.75250816	5405.38600000	5400.56600000	5367.16000000	5371.01600000	5341.90800000	5345.28400000	5333.14600000	5338.65400000	5341.93000000	5345.14400000	5357.90600000	5360.13280000
2716989966.55518389	5436.41000000	5437.11600000	5396.19000000	5397.03000000	5379.30600000	5387.08600000	5374.18800000	5381.55000000	5378.85200000	5382.32400000	5392.98920000	5397.02120000
2718662207.35785961	5451.33800000	5448.64600000	5404.39200000	5403.24200000	5362.29200000	5364.11400000	5345.02800000	5354.50200000	5409.66600000	5406.36800000	5394.54320000	5395.37440000
2720334448.16053534	5398.97400000	5409.66800000	5363.61800000	5372.03400000	5348.55200000	5355.14200000	5380.52000000	5388.33800000	5403.62400000	5402.47600000	5379.05760000	5385.53160000
2722006688.96321058	5433.00600000	5440.73600000	5380.24200000	5382.03600000	5379.85600000	5384.19600000	5332.98800000	5339.76400000	5333.52200000	5333.69400000	5371.92280000	5376.08520000
2723678929.76588631	5369.77800000	5381.52400000	5363.68600000	5380.43000000	5330.08800000	5338.86800000	5320.74400000	5337.90200000	5342.59800000	5347.80000000	5345.37880000	5357.30480000
2725351170.56856203	5380.79000000	5392.16000000	5348.42800000	5357.40200000	5343.94400000	5356.61600000	5337.36200000	5342.30800000	5321.25600000	5330.17200000	5346.35600000	5355.73160000
2727023411.37123728	5435.69600000	5440.50800000	5371.04800000	5373.52400000	5331.99400000	5342.09400000	5325.41000000	5333.50200000	5323.67200000	5333.09800000	5357.56400000	5364.54520000
2728695652.17391300	5426.56600000	5432.91800000	5381.56000000	5390.82200000	5385.27400000	5393.67200000	5379.58200000	5381.59000000	5358.84600000	5363.70200000	5386.36560000	5392.54080000
2730367892.97658873	5418.50000000	5434.77200000	5391.45200000	5405.46800000	5383.21400000	5393.60200000	5324.35800000	5333.88400000	5314.71200000	5323.42000000	5366.44720000	5378.22920000
2732040133.77926445	5385.81800000	5395.62200000	5348.00400000	5349.64200000	5332.93600000	5341.84800000	5334.83200000	5344.66800000	5326.67000000	5340.43400000	5345.65200000	5354.44280000
2733712374.58193970	5423.71600000	5434.55400000	5372.90800000	5380.63600000	5377.66800000	5389.49200000	5334.15800000	5350.42800000	5326.87800000	5337.02200000	5367.06560000	5378.42640000
2735384615.38461542	5382.03400000	5385.67200000	5364.71600000	5367.29800000	5332.11400000	5338.85800000	5323.43400000	5327.91000000	5333.34800000	5344.18600000	5347.12920000	5352.78480000
2737056856.18729115	5437.07400000	5442.16200000	5378.02600000	5385.11400000	5344.29000000	5354.71200000	5391.72600000	5399.11400000	5389.87200000	5394.59800000	5388.19760000	5395.14000000
2738729096.98996639	5408.73000000	5415.27800000	5355.38600000	5361.05800000	5330.84000000	5339.00800000	5365.01200000	5374.32600000	5395.00000000	5415.57000000	5370.99360000	5381.04800000
2740401337.79264212	5442.51000000	5454.31800000	5392.36200000	5404.53600000	5358.02000000	5366.98400000	5333.40800000	5344.39600000	5384.13600000	5404.70400000	5382.08720000	5394.98760000
2742073578.59531784	5366.23000000	5384.24600000	5341.58200000	5362.44400000	5323.05600000	5339.10400000	5314.57400000	5325.78400000	5319.94600000	5334.12200000	5333.07760000	5349.14000000
2743745819.39799309	5416.86400000	5429.34000000	5385.68400000	5391.18800000	5377.88200000	5387.67000000	5369.45600000	5380.27400000	5354.86200000	5363.63800000	5380.94960000	5390.42200000
2745418060.20066881	5428.53600000	5436.14600000	5387.60000000	5399.71400000	5382.55000000	5394.49800000	5371.12600000	5378.44000000	5374.28000000	5384.26200000	5388.81840000	5398.61200000
2747090301.00334454	5399.39000000	5412.49400000	5348.78000000	5351.48200000	5330.30000000	5347.50000000	5342.86200000	5352.36600000	5343.48200000	5352.92000000	5352.96280000	5363.35240000
2748762541.80602026	5407.47200000	5416.75400000	5366.95600000	5376.56400000	5329.90400000	5341.14200000	5317.46200000	5328.20600000	5330.03400000	5341.32600000	5350.36560000	5360.79840000
2750434782.60869551	5447.05400000	5452.03400000	5344.79400000	5356.26600000	5332.50200000	5347.13800000	5331.38600000	5345.43400000	5383.29400000	5391.16400000	5367.80600000	5378.40720000
2752107023.41137123	5381.56600000	5394.07400000	5324.68600000	5336.19600000	5319.50400000	5337.09600000	5315.26200000	5317.16200000	5378.42600000	5387.50400000	5343.88880000	5354.40640000
2753779264.21404696	5428.44200000	5438.56400000	5343.54800000	5351.76600000	5343.76800000	5348.32800000	5365.95400000	5377.48600000	5406.09000000	5414.48400000	5377.56040000	5386.12560000
2755451505.01672220	5422.37200000	5433.05200000	5391.50400000	5405.29200000	5390.08800000	5402.68800000	5319.13000000	5328.72200000	5322.21000000	5328.36800000	5369.06080000	5379.62440000
2757123745.81939793	5438.82200000	5460.89400000	5372.39000000	5386.56800000	5378.03200000	5388.86800000	5326.76000000	5340.00600000	5400.53400000	5402.42400000	5383.30760000	5395.75200000
2758795986.62207365	5391.65000000	5403.43600000	5357.20000000	5374.63200000	5334.49200000	5353.42200000	5369.50600000	5386.13200000	5391.44200000	5405.57800000	5368.85800000	5384.64000000
2760468227.42474937	5442.76800000	5449.46400000	5377.46000000	5385.13600000	5369.80400000	5381.84200000	5345.92800000	5352.38800000	5385.29400000	5400.08000000	5384.25080000	5393.78200000
2762140468.22742462	5391.25600000	5403.89400000	5354.92800000	5367.95400000	5340.01800000	5347.14800000	5366.04400000	5382.49200000	5393.58000000	5400.06200000	5369.16520000	5380.31000000
2763812709.03010035	5390.55400000	5407.84600000	5343.35000000	5366.67400000	5347.71400000	5366.43400000	5322.54200000	5342.01000000	5313.23000000	5324.42600000	5343.47800000	5361.47800000
2765484949.83277607	5446.14000000	5456.94600000	5382.17800000	5397.32800000	5378.13600000	5394.86400000	5327.61600000	5345.58400000	5306.18000000	5320.05800000	5368.05000000	5382.95600000
2767157190.63545132	5406.73200000	5424.54800000	5322.47200000	5338.54800000	5318.80200000	5334.67200000	5306.94200000	5324.03800000	5363.29600000	5375.68000000	5343.64880000	5359.49720000
2768829431.43812704	5417.84400000	5434.27000000	5371.35800000	5388.64200000	5360.89800000	5380.06800000	5344.37600000	5365.59400000	5343.94800000	5358.33800000	5367.68480000	5385.38240000
