freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2720000000.00000000	4788.21600000	4784.24600000	4733.61200000	4731.51800000	4738.55200000	4730.83600000	4705.49200000	4695.63000000	4766.86200000	4760.34200000	4746.54680000	4740.51440000
2721003344.48160553	4777.78800000	4767.73800000	4766.92000000	4756.35400000	4768.34600000	4759.91200000	4709.29400000	4701.35600000	4757.32200000	4759.68400000	4755.93400000	4749.00880000
2722006688.96321058	4780.77800000	4772.24000000	4767.43400000	4764.51400000	4761.75400000	4752.39200000	4709.13600000	4700.59400000	4760.01200000	4755.50400000	4755.82280000	4749.04880000
2723010033.44481611	4763.32200000	4759.01000000	4789.04600000	4780.90200000	4766.00200000	4760.85600000	4685.40800000	4681.80400000	4744.25200000	4738.49000000	4749.60600000	4744.21240000
2724013377.92642164	4777.10800000	4769.43600000	4726.93200000	4723.23200000	4729.76600000	4723.20400000	4686.67000000	4678.91800000	4775.44000000	4769.75600000	4739.18320000	4732.90920000
2725016722.40802670	4775.20600000	4764.14800000	4769.94200000	4764.60400000	4757.40600000	4754.90600000	4720.69000000	4714.61400000	4717.97200000	4716.91200000	4748.24320000	4743.03680000
2726020066.88963223	4774.00400000	4768.30400000	4754.63000000	4745.52000000	4756.45200000	4753.25200000	4714.24400000	4710.71000000	4763.78200000	4751.28200000	4752.62240000	4745.81360000
2727023411.37123728	4771.27200000	4762.63600000	4752.58400000	4752.44200000	4743.64000000	4735.73200000	4743.48400000	4739.75400000	4718.82200000	4708.26600000	4745.96040000	4739.76600000
2728026755.85284281	4749.20400000	4748.37200000	4783.07600000	4781.65200000	4744.72000000	4735.98200000	4773.26800000	4767.49600000	4674.79600000	4670.40200000	4745.01280000	4740.78080000
2729030100.33444834	4781.51000000	4775.37800000	4746.57000000	4738.34800000	4747.54000000	4735.60200000	4763.97800000	4761.94200000	4730.66600000	4724.95800000	4754.05280000	4747.24560000
2730033444.81605339	4756.99800000	4750.62200000	4779.19800000	4774.09400000	4748.37000000	4744.56000000	4695.73400000	4689.78200000	4715.50600000	4707.73800000	4739.16120000	4733.35920000
2731036789.29765892	4754.76000000	4741.93400000	4775.63000000	4771.96800000	4752.10000000	4746.74200000	4705.50600000	4696.85000000	4715.39000000	4708.21400000	4740.67720000	4733.14160000
2732040133.77926445	4764.93800000	4756.87400000	4735.50600000	4727.99800000	4736.11800000	4729.48000000	4703.70200000	4691.56800000	4772.29400000	4763.79400000	4742.51160000	4733.94280000
2733043478.26086950	4731.36000000	4727.00200000	4755.34000000	4753.48000000	4745.07600000	4742.28000000	4719.32000000	4714.05600000	4741.63400000	4737.88400000	4738.54600000	4734.94040000
2734046822.74247503	4761.74600000	4761.82800000	4781.44200000	4774.88600000	4761.40200000	4753.16600000	4692.29400000	4678.01000000	4756.83000000	4749.96600000	4750.74280000	4743.57120000
2735050167.22408009	4783.69800000	4773.81800000	4745.23400000	4737.24200000	4739.30200000	4734.31400000	4750.45600000	4747.37400000	4728.53000000	4722.78000000	4749.44400000	4743.10560000
2736053511.70568562	4776.45600000	4770.08600000	4760.79200000	4755.36200000	4764.63200000	4758.74400000	4718.78200000	4710.19600000	4759.24400000	4757.74200000	4755.98120000	4750.42600000
2737056856.18729115	4763.16600000	4757.02400000	4725.16800000	4719.52800000	4744.14000000	4735.02000000	4711.81000000	4703.94800000	4774.62600000	4767.79400000	4743.78200000	4736.66280000
2738060200.66889620	4782.66400000	4773.34600000	4764.79600000	4755.63800000	4754.51400000	4747.84400000	4718.91000000	4709.96000000	4724.73000000	4719.70800000	4749.12280000	4741.29920000
2739063545.15050173	4760.11600000	4744.43200000	4761.03400000	4756.04000000	4773.08400000	4769.13200000	4710.70200000	4702.55200000	4720.53400000	4712.97200000	4745.09400000	4737.02560000
2740066889.63210726	4776.62600000	4769.96400000	4779.12800000	4770.34800000	4757.33400000	4747.96400000	4702.95200000	4700.13600000	4766.80000000	4758.02400000	4756.56800000	4749.28720000
2741070234.11371231	4770.37200000	4759.69600000	4779.12800000	4771.94800000	4751.44400000	4746.77400000	4699.58200000	4691.88000000	4718.26000000	4721.03800000	4743.75720000	4738.26720000
2742073578.59531784	4760.86000000	4758.66000000	4731.61200000	4726.78600000	4734.60000000	4726.98200000	4698.69200000	4691.91400000	4775.52800000	4767.48400000	4740.25840000	4734.36520000
2743076923.07692289	4764.96000000	4765.32600000	4728.05800000	4730.56000000	4728.97800000	4723.94000000	4697.20400000	4694.47800000	4776.22000000	4768.94600000	4739.08400000	4736.65000000
2744080267.55852842	4783.54400000	4766.99400000	4760.98200000	4757.14600000	4752.69800000	4752.39800000	4728.70600000	4719.72000000	4731.47200000	4723.40600000	4751.48040000	4743.93280000
2745083612.04013395	4750.25600000	4741.53200000	4786.32400000	4779.64600000	4741.81800000	4731.95200000	4768.70600000	4763.67000000	4678.68400000	4672.85800000	4745.15760000	4737.93160000
2746086956.52173901	4761.50800000	4758.04400000	4783.19600000	4776.17200000	4752.53400000	4749.48800000	4698.34200000	4694.44800000	4717.86600000	4718.21400000	4742.68920000	4739.27320000
2747090301.00334454	4778.42400000	4770.50000000	4761.93000000	4759.15000000	4754.00800000	4753.72800000	4733.48000000	4725.00200000	4728.73600000	4722.02400000	4751.31560000	4746.08080000
2748093645.48495007	4766.16600000	4760.62000000	4747.95800000	4745.63200000	4745.41400000	4735.91000000	4733.60200000	4729.11400000	4718.43200000	4711.81200000	4742.31440000	4736.61760000
2749096989.96655512	4771.55000000	4761.62400000	4758.97200000	4753.29800000	4768.68000000	4760.53800000	4713.34400000	4704.53600000	4731.36800000	4724.99200000	4748.78280000	4740.99760000
2750100334.44816065	4763.82000000	4760.01800000	4745.10000000	4745.21600000	4762.78000000	4749.53800000	4740.01400000	4728.13400000	4729.47000000	4724.91800000	4748.23680000	4741.56480000
2751103678.92976570	4760.93600000	4760.03800000	4742.51800000	4743.16600000	4741.92600000	4735.91000000	4770.60800000	4765.11000000	4724.30400000	4721.09600000	4748.05840000	4745.06400000
2752107023.41137123	4761.13600000	4753.03200000	4775.72600000	4773.86800000	4752.95000000	4748.91800000	4698.44400000	4689.47400000	4718.96200000	4708.34400000	4741.44360000	4734.72720000
2753110367.89297676	4771.74600000	4764.57000000	4738.27600000	4741.62200000	4742.12800000	4733.30800000	4720.40000000	4716.67400000	4709.59400000	4705.62600000	4736.42880000	4732.36000000
2754113712.37458181	4751.76200000	4748.24200000	4766.42800000	4767.38600000	4748.16000000	4740.90400000	4700.42000000	4699.02400000	4712.34600000	4711.30600000	4735.82320000	4733.37240000
2755117056.85618734	4765.22800000	4761.02000000	4779.64000000	4771.18800000	4733.45800000	4731.49600000	4773.97800000	4766.11200000	4672.69800000	4669.87200000	4745.00040000	4739.93760000
2756120401.33779287	4739.64800000	4737.98400000	4727.32000000	4727.69000000	4719.09200000	4717.35800000	4701.97000000	4700.43600000	4747.19600000	4741.03000000	4727.04520000	4724.89960000
2757123745.81939793	4771.71200000	4769.11400000	4764.92200000	4757.70600000	4754.59200000	4751.34600000	4723.73600000	4717.44600000	4723.21000000	4718.15000000	4747.63440000	4742.75240000
