freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2720000000.00000000	4749.00800000	4745.77800000	4711.76800000	4711.48800000	4703.88600000	4696.81400000	4755.18600000	4751.79200000	4718.60400000	4714.82200000	4727.69040000	4724.13880000
2721003344.48160553	4736.17600000	4725.56600000	4723.39000000	4714.68000000	4707.78400000	4702.31200000	4774.76400000	4761.76400000	4719.93400000	4715.24600000	4732.40960000	4723.91360000
2722006688.96321058	4740.72800000	4733.74600000	4722.41600000	4718.53000000	4693.14400000	4687.75800000	4761.77600000	4753.39400000	4737.40800000	4728.22800000	4731.09440000	4724.33120000
2723010033.44481611	4774.88200000	4768.24400000	4766.52600000	4761.21000000	4734.46000000	4728.00600000	4706.08000000	4701.48000000	4719.94400000	4714.29800000	4740.37840000	4734.64760000
2724013377.92642164	4780.28400000	4769.50800000	4765.70400000	4758.01000000	4726.15600000	4727.28800000	4711.58200000	4706.42400000	4725.60200000	4720.87400000	4741.86560000	4736.42080000
2725016722.40802670	4774.65800000	4771.86200000	4759.36000000	4760.43800000	4726.96800000	4717.30600000	4732.92200000	4728.29000000	4711.71200000	4704.99000000	4741.12400000	4736.57720000
2726020066.88963223	4768.41800000	4758.59800000	4767.82600000	4758.91800000	4738.37200000	4733.32000000	4714.35400000	4705.99600000	4721.26000000	4718.72800000	4742.04600000	4735.11200000
2727023411.37123728	4773.48800000	4773.31800000	4767.43800000	4766.46600000	4709.37000000	4708.28400000	4751.70000000	4746.06600000	4701.65400000	4693.67600000	4740.73000000	4737.56200000
2728026755.85284281	4749.73200000	4741.80600000	4758.19800000	4753.51200000	4740.49400000	4740.89600000	4764.60800000	4757.07600000	4733.19200000	4725.73200000	4749.24480000	4743.80440000
2729030100.33444834	4774.61200000	4766.45600000	4720.33200000	4715.29400000	4753.70800000	4744.62600000	4709.90000000	4708.05400000	4729.41200000	4721.79200000	4737.59280000	4731.24440000
2730033444.81605339	4744.33800000	4740.16800000	4751.24400000	4741.15400000	4723.92200000	4715.28200000	4749.70200000	4748.48400000	4745.39800000	4739.14800000	4742.92080000	4736.84720000
2731036789.29765892	4785.56800000	4773.70200000	4764.98200000	4764.05000000	4700.28200000	4694.79400000	4707.21600000	4694.26800000	4727.74600000	4716.44800000	4737.15880000	4728.65240000
2732040133.77926445	4777.24200000	4769.04800000	4775.48600000	4773.07400000	4728.81000000	4721.74400000	4713.17800000	4708.17400000	4706.77800000	4706.38200000	4740.29880000	4735.68440000
2733043478.26086950	4777.57200000	4772.48000000	4764.71400000	4760.27600000	4727.87000000	4723.79000000	4724.19600000	4720.42600000	4718.23000000	4714.24400000	4742.51640000	4738.24320000
2734046822.74247503	4748.97800000	4742.34200000	4733.98400000	4726.06400000	4689.91400000	4683.43000000	4757.88200000	4755.91600000	4733.11400000	4731.62400000	4732.77440000	4727.87520000
2735050167.22408009	4789.22400000	4783.59200000	4768.91400000	4761.07400000	4697.92000000	4700.34200000	4701.22200000	4698.42600000	4728.81400000	4721.85600000	4737.21880000	4733.05800000
2736053511.70568562	4756.24200000	4746.88200000	4741.70400000	4739.00800000	4714.21400000	4709.19400000	4754.81400000	4747.62000000	4723.46000000	4717.58400000	4738.08680000	4732.05760000
2737056856.18729115	4738.38000000	4737.86200000	4727.69200000	4719.05000000	4702.51200000	4694.35800000	4764.15000000	4758.12200000	4728.51200000	4724.82600000	4732.24920000	4726.84360000
2738060200.66889620	4766.34200000	4759.65400000	4754.96200000	4746.11200000	4711.54200000	4701.35600000	4746.11600000	4741.17200000	4728.30400000	4720.91600000	4741.45320000	4733.84200000
2739063545.15050173	4751.71800000	4736.76800000	4723.01800000	4717.63800000	4699.80400000	4693.74000000	4763.41400000	4761.26800000	4730.00800000	4716.43200000	4733.59240000	4725.16920000
2740066889.63210726	4771.71600000	4767.06600000	4763.86200000	4759.88000000	4706.22000000	4700.85800000	4755.26600000	4750.02200000	4693.81600000	4694.23200000	4738.17600000	4734.41160000
2741070234.11371231	4733.83600000	4726.34600000	4754.25800000	4753.84400000	4731.54800000	4723.55200000	4755.59200000	4749.69800000	4733.70600000	4725.61800000	4741.78800000	4735.81160000
2742073578.59531784	4772.28400000	4772.15600000	4748.49200000	4736.31400000	4713.24200000	4706.93800000	4681.31600000	4674.71400000	4713.29400000	4704.74800000	4725.72560000	4718.97400000
2743076923.07692289	4737.26600000	4732.94600000	4754.23800000	4746.59000000	4752.44600000	4746.41000000	4762.78400000	4752.48800000	4737.87200000	4734.99200000	4748.92120000	4742.68520000
2744080267.55852842	4783.51200000	4781.75600000	4765.97200000	4759.43800000	4710.98000000	4701.58800000	4698.39800000	4692.74200000	4732.44800000	4727.20200000	4738.26200000	4732.54520000
2745083612.04013395	4785.40000000	4770.31600000	4722.74200000	4717.55400000	4726.30200000	4719.50800000	4703.40800000	4700.35000000	4708.66800000	4705.25000000	4729.30400000	4722.59560000
2746086956.52173901	4734.23000000	4728.29800000	4743.56800000	4736.54000000	4721.47200000	4708.80800000	4756.98600000	4751.42200000	4706.13200000	4699.82400000	4732.47760000	4724.97840000
2747090301.00334454	4748.36200000	4738.50400000	4731.29400000	4726.64400000	4703.66600000	4697.39800000	4764.63800000	4750.86200000	4731.75400000	4722.88200000	4735.94280000	4727.25800000
2748093645.48495007	4789.71200000	4782.86200000	4746.32200000	4741.73200000	4727.83200000	4719.54800000	4694.53400000	4686.95600000	4732.96800000	4727.75600000	4738.27360000	4731.77080000
2749096989.96655512	4746.16600000	4738.08200000	4749.20800000	4744.92400000	4758.88000000	4747.10400000	4751.73600000	4750.22800000	4741.13400000	4734.05800000	4749.42480000	4742.87920000
2750100334.44816065	4777.48600000	4773.30200000	4728.05200000	4724.13400000	4713.59800000	4706.29400000	4702.17800000	4699.37800000	4709.23200000	4703.81400000	4726.10920000	4721.38440000
2751103678.92976570	4774.15200000	4772.35000000	4771.76400000	4762.79800000	4726.67400000	4717.64600000	4722.33600000	4718.43800000	4721.67400000	4716.23400000	4743.32000000	4737.49320000
2752107023.41137123	4740.33400000	4733.91000000	4742.26600000	4737.81800000	4701.68800000	4697.05200000	4743.84000000	4734.75400000	4750.65200000	4744.44000000	4735.75600000	4729.59480000
2753110367.89297676	4763.06800000	4757.13000000	4748.63400000	4750.45800000	4703.62600000	4700.74800000	4749.75800000	4739.58600000	4727.56000000	4724.36600000	4738.52920000	4734.45760000
2754113712.37458181	4750.35200000	4742.29200000	4745.37400000	4737.17000000	4724.31000000	4718.36800000	4745.25000000	4733.24000000	4714.94400000	4707.10800000	4736.04600000	4727.63560000
2755117056.85618734	4735.78800000	4728.84000000	4746.84800000	4741.08400000	4722.21600000	4719.26200000	4758.08200000	4750.49000000	4721.00000000	4717.16400000	4736.78680000	4731.36800000
2756120401.33779287	4775.62600000	4768.10600000	4763.94800000	4757.24400000	4717.45800000	4708.48800000	4738.51200000	4729.41400000	4705.87000000	4700.56000000	4740.28280000	4732.76240000
2757123745.81939793	4779.30000000	4777.68400000	4726.40600000	4721.79600000	4739.52200000	4739.33200000	4713.61200000	4708.71200000	4725.26800000	4715.07400000	4736.82160000	4732.51960000
2758127090.30100346	4770.27200000	4767.19200000	4769.58800000	4764.65800000	4721.21200000	4716.76200000	4710.23600000	4708.74200000	4715.29800000	4706.61800000	4737.32120000	4732.79440000
2759130434.78260851	4756.39200000	4750.85600000	4750.37200000	4746.72800000	4723.08800000	4715.09200000	4745.32000000	4742.51600000	4711.09000000	4703.93200000	4737.25240000	4731.82480000
2760133779.26421404	4788.65800000	4790.08800000	4750.80600000	4742.95400000	4705.63000000	4701.90400000	4689.69000000	4684.96800000	4728.45200000	4720.28400000	4732.64720000	4728.03960000
2761137123.74581957	4745.34600000	4737.73400000	4755.56200000	4750.80800000	4724.63200000	4719.12800000	4756.52800000	4751.70600000	4741.39800000	4737.79200000	4744.69320000	4739.43360000
2762140468.22742462	4788.61200000	4782.53200000	4749.79800000	4745.46400000	4708.42800000	4708.05000000	4696.62200000	4695.37400000	4725.80200000	4719.79200000	4733.85240000	4730.24240000
2763143812.70903015	4758.58000000	4757.90000000	4744.27000000	4737.67200000	4708.74800000	4700.37000000	4753.57800000	4744.82200000	4723.23000000	4719.94400000	4737.68120000	4732.14160000
2764147157.19063568	4786.49800000	4775.59600000	4771.41400000	4766.62600000	4727.52800000	4718.40800000	4711.20800000	4704.49200000	4719.23400000	4718.20400000	4743.17640000	4736.66520000
2765150501.67224073	4784.83400000	4782.60000000	4736.88200000	4732.15200000	4729.16200000	4721.85800000	4682.01000000	4678.68800000	4732.31400000	4724.61000000	4733.04040000	4727.98160000
2766153846.15384626	4731.28200000	4723.49600000	4734.57600000	4730.21400000	4707.41800000	4696.50200000	4714.20200000	4709.01800000	4745.52600000	4736.59600000	4726.60080000	4719.16520000
2767157190.63545132	4733.26600000	4725.86600000	4759.84600000	4755.54000000	4745.86400000	4741.99400000	4755.59000000	4752.11200000	4729.22400000	4732.20400000	4744.75800000	4741.54320000
2768160535.11705685	4751.64200000	4741.04000000	4762.71200000	4757.03800000	4728.85600000	4727.38600000	4753.63400000	4751.14200000	4743.39200000	4738.41000000	4748.04720000	4743.00320000
2769163879.59866238	4778.40800000	4772.79400000	4744.84400000	4738.93400000	4709.23200000	4703.55800000	4758.30600000	4750.46600000	4723.42400000	4719.11000000	4742.84280000	4736.97240000
2770167224.08026743	4777.37200000	4766.61200000	4719.15000000	4723.92600000	4748.35600000	4739.35000000	4717.64400000	4710.77000000	4725.72800000	4716.38200000	4737.65000000	4731.40800000
2771170568.56187296	4762.17800000	4757.17800000	4748.79200000	4743.65600000	4701.81600000	4700.32000000	4750.38200000	4751.08200000	4703.45400000	4695.04000000	4733.32440000	4729.45520000
2772173913.04347849	4730.97600000	4721.02000000	4740.08200000	4726.47000000	4709.22600000	4705.02600000	4723.12800000	4717.51800000	4750.98600000	4744.99800000	4730.87960000	4723.00640000
2773177257.52508354	4778.96800000	4771.43200000	4736.11800000	4729.88200000	4703.30000000	4704.24800000	4755.12600000	4747.60600000	4721.72600000	4718.16600000	4739.04760000	4734.26680000
2774180602.00668907	4743.00400000	4733.38000000	4753.43200000	4749.65400000	4754.52400000	4751.91800000	4755.25200000	4751.82400000	4739.77600000	4734.79400000	4749.19760000	4744.31400000
2775183946.48829412	4738.52800000	4733.58800000	4752.51200000	4744.95000000	4754.46600000	4747.18600000	4757.58200000	4755.20600000	4732.96400000	4735.28600000	4747.21040000	4743.24320000
2776187290.96989965	4782.47400000	4773.70800000	4766.30400000	4758.73200000	4717.75800000	4715.93400000	4738.99800000	4728.48200000	4697.62800000	4697.82800000	4740.63240000	4734.93680000
2777190635.45150518	4762.25600000	4756.00800000	4739.71400000	4730.86400000	4721.60800000	4713.33600000	4765.23600000	4752.57400000	4714.40200000	4709.60600000	4740.64320000	4732.47760000
2778193979.93311024	4747.50400000	4738.52000000	4729.55400000	4726.27200000	4688.68600000	4685.47800000	4763.39200000	4755.89400000	4729.32000000	4727.21400000	4731.69120000	4726.67560000
2779197324.41471577	4776.68600000	4772.11200000	4739.48000000	4740.78800000	4722.79800000	4718.75600000	4679.65000000	4674.88800000	4716.01800000	4708.97600000	4726.92640000	4723.10400000
2780200668.89632130	4773.16000000	4775.44800000	4767.34200000	4759.42000000	4702.26400000	4704.21800000	4754.15000000	4741.73600000	4699.73400000	4695.48800000	4739.33000000	4735.26200000
2781204013.37792635	4785.75200000	4772.81800000	4758.52200000	4756.86200000	4699.91600000	4701.11200000	4696.83800000	4691.17400000	4730.06800000	4727.80000000	4734.21920000	4729.95320000
2782207357.85953188	4770.83400000	4774.78200000	4757.21800000	4746.50200000	4724.84000000	4720.44400000	4721.68200000	4714.26800000	4709.45200000	4708.29200000	4736.80520000	4732.85760000
2783210702.34113693	4766.18000000	4762.24400000	4771.44400000	4763.28800000	4721.12000000	4724.10000000	4720.58400000	4716.28400000	4704.14200000	4704.65800000	4736.69400000	4734.11480000
2784214046.82274246	4732.17400000	4727.92000000	4726.28600000	4723.53200000	4707.93400000	4706.29800000	4757.38400000	4751.41800000	4718.87200000	4715.15600000	4728.53000000	4724.86480000
2785217391.30434799	4738.62200000	4736.17000000	4722.41200000	4716.95800000	4705.66600000	4695.17600000	4763.30800000	4758.44200000	4726.07000000	4721.02200000	4731.21560000	4725.55360000
2786220735.78595304	4779.34600000	4772.12200000	4730.26800000	4729.30000000	4735.88800000	4729.46000000	4700.84000000	4703.31400000	4717.92400000	4710.52800000	4732.85320000	4728.94480000
2787224080.26755857	4735.80800000	4731.02200000	4725.78400000	4719.46800000	4706.86800000	4703.28200000	4763.42000000	4759.09600000	4721.91000000	4711.82600000	4730.75800000	4724.93880000
2788227424.74916410	4727.13000000	4720.95800000	4727.77000000	4729.47800000	4703.85600000	4696.33200000	4713.33400000	4710.56400000	4740.19400000	4744.94200000	4722.45680000	4720.45480000
2789230769.23076916	4766.46000000	4761.61400000	4762.75600000	4761.17400000	4735.47000000	4730.43800000	4707.40400000	4698.16400000	4722.45000000	4714.09200000	4738.90800000	4733.09640000
2790234113.71237469	4770.77400000	4765.28000000	4774.32000000	4766.60200000	4725.69000000	4724.44600000	4713.35400000	4704.40600000	4710.26600000	4711.13400000	4738.88080000	4734.37360000
2791237458.19397974	4760.88800000	4757.29000000	4742.18200000	4736.90800000	4698.49600000	4690.92200000	4751.87200000	4751.21600000	4725.91600000	4718.93000000	4735.87080000	4731.05320000
2792240802.67558527	4778.40600000	4771.37800000	4767.99400000	4756.76400000	4709.78800000	4707.27400000	4733.23000000	4732.04400000	4704.44000000	4692.77200000	4738.77160000	4732.04640000
2793244147.15719080	4740.78400000	4738.71800000	4741.86600000	4735.88600000	4685.27600000	4685.81000000	4763.98600000	4760.64400000	4729.93600000	4726.55800000	4732.36960000	4729.52320000
2794247491.63879585	4725.51600000	4727.29200000	4735.00800000	4731.36000000	4697.94800000	4695.36400000	4722.53000000	4718.70000000	4749.99200000	4744.65600000	4726.19880000	4723.47440000
2795250836.12040138	4733.00800000	4725.34000000	4737.40200000	4741.27600000	4711.93400000	4715.46600000	4755.28200000	4752.38000000	4704.53200000	4700.22200000	4728.43160000	4726.93680000
2796254180.60200691	4774.46600000	4774.85200000	4720.29800000	4713.48400000	4708.36600000	4712.68600000	4708.79200000	4701.67600000	4702.18200000	4695.95000000	4722.82080000	4719.72960000
2797257525.08361197	4743.72200000	4740.35200000	4706.17800000	4705.47600000	4688.36000000	4679.52600000	4757.50600000	4749.80000000	4729.45800000	4728.71200000	4725.04480000	4720.77320000
2798260869.56521749	4746.09000000	4739.35600000	4739.19600000	4740.41000000	4719.33200000	4718.63600000	4750.08800000	4736.53600000	4744.85200000	4737.57400000	4739.91160000	4734.50240000
2799264214.04682255	4766.71600000	4759.56800000	4757.41200000	4753.08800000	4708.19000000	4705.16000000	4751.19000000	4748.59200000	4688.63600000	4691.19400000	4734.42880000	4731.52040000
2800267558.52842808	4772.06000000	4770.47200000	4759.64800000	4760.02000000	4730.44400000	4723.01400000	4727.85000000	4723.56800000	4713.54600000	4710.06800000	4740.70960000	4737.42840000
2801270903.01003361	4738.31000000	4737.75400000	4717.73600000	4713.88800000	4693.27600000	4689.77800000	4756.07600000	4761.31800000	4730.86600000	4728.79000000	4727.25280000	4726.30560000
2802274247.49163866	4758.74400000	4760.72800000	4747.28000000	4747.19600000	4714.85600000	4710.42400000	4673.87600000	4670.91600000	4707.87000000	4708.02800000	4720.52520000	4719.45840000
2803277591.97324419	4753.81600000	4752.74400000	4710.92000000	4709.49000000	4698.44200000	4697.97400000	4758.88200000	4755.88400000	4714.97600000	4713.98000000	4727.40720000	4726.01440000
2804280936.45484972	4777.84400000	4767.45200000	4758.08000000	4753.27200000	4723.03600000	4710.88200000	4725.49200000	4725.34400000	4709.89400000	4702.65800000	4738.86920000	4731.92160000
2805284280.93645477	4770.90600000	4764.89800000	4727.63000000	4720.77200000	4709.13600000	4707.73000000	4705.01400000	4698.71400000	4711.58600000	4711.10800000	4724.85440000	4720.64440000
2806287625.41806030	4767.43600000	4766.12400000	4775.20400000	4769.24000000	4708.90800000	4708.78400000	4721.07600000	4714.15200000	4726.52800000	4720.05200000	4739.83040000	4735.67040000
2807290969.89966536	4774.80000000	4774.23400000	4727.78400000	4714.88000000	4744.11200000	4743.50600000	4710.46200000	4709.02600000	4724.07600000	4723.04800000	4736.24680000	4732.93880000
