freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	avgPL_sig	avgPL_ref
2720000000.00000000	2820.07200000	2821.16600000	2837.57800000	2832.74200000	2838.50400000	2833.40400000	2799.53200000	2793.50800000	2793.35400000	2789.40600000	2786.25800000	2786.58200000	2766.58000000	2764.94400000	2768.57600000	2765.74400000	2775.41200000	2772.36400000	2806.85800000	2803.93800000	2799.27240000	2796.37980000
2721003344.48160553	2809.94600000	2806.96600000	2809.31200000	2809.01600000	2836.49600000	2833.95200000	2814.04000000	2805.64400000	2775.37600000	2770.69600000	2793.41400000	2790.84400000	2764.44800000	2761.29800000	2780.57800000	2781.28600000	2758.56600000	2761.42600000	2796.02400000	2796.12400000	2793.82000000	2791.72520000
2722006688.96321058	2805.75600000	2804.56200000	2809.56200000	2806.76400000	2806.96600000	2807.43600000	2796.56800000	2793.73600000	2762.67400000	2762.47800000	2780.13600000	2781.59400000	2780.01600000	2778.12400000	2747.80800000	2750.68200000	2787.58600000	2785.34000000	2824.52200000	2820.33200000	2790.15940000	2789.10480000
2723010033.44481611	2775.48200000	2781.62600000	2825.75200000	2820.37400000	2809.37800000	2806.64200000	2837.58600000	2831.61000000	2750.18400000	2750.22600000	2771.63000000	2765.91400000	2818.07800000	2818.36400000	2789.42600000	2784.73600000	2792.44000000	2782.73400000	2790.17000000	2785.57800000	2796.01260000	2792.78040000
2724013377.92642164	2811.95600000	2814.40800000	2827.99800000	2826.45600000	2819.88800000	2817.00800000	2833.27200000	2832.51000000	2782.50800000	2778.57600000	2786.36800000	2784.51800000	2802.11600000	2804.89600000	2775.27200000	2770.46600000	2744.45600000	2740.67400000	2789.74000000	2794.46800000	2797.35740000	2796.39800000
2725016722.40802670	2823.87200000	2818.69200000	2826.91600000	2823.75600000	2817.49000000	2821.70000000	2798.89600000	2797.39600000	2778.69400000	2773.57000000	2777.91800000	2773.71000000	2758.24600000	2757.29800000	2758.00600000	2758.42000000	2779.14200000	2774.93800000	2792.29200000	2790.69800000	2791.14720000	2789.01780000
2726020066.88963223	2810.59000000	2809.06400000	2796.50200000	2795.90000000	2811.58800000	2810.57200000	2805.34200000	2803.98800000	2754.56400000	2756.18200000	2788.21800000	2790.34800000	2756.77200000	2750.68400000	2777.68800000	2775.91600000	2804.98600000	2799.86200000	2786.14000000	2779.99200000	2789.23900000	2787.25080000
2727023411.37123728	2817.20800000	2816.03000000	2799.48000000	2800.52000000	2820.30400000	2815.11600000	2817.10800000	2815.75400000	2768.59800000	2774.86000000	2794.28600000	2792.53600000	2767.67000000	2763.75600000	2774.53400000	2776.71800000	2784.45800000	2777.10600000	2798.29200000	2803.30800000	2794.19380000	2793.57040000
2728026755.85284281	2782.86800000	2783.35400000	2820.95200000	2816.43000000	2791.85400000	2791.27200000	2819.46800000	2821.04600000	2775.98800000	2776.21200000	2762.40600000	2765.48800000	2816.62200000	2815.14600000	2777.28800000	2773.06000000	2793.18000000	2792.13000000	2799.64400000	2798.45600000	2794.02700000	2793.25940000
2729030100.33444834	2780.63400000	2771.90400000	2833.41000000	2831.47000000	2809.67200000	2806.59400000	2838.63800000	2835.76400000	2750.87400000	2750.29600000	2766.63400000	2767.78800000	2816.42400000	2814.73200000	2783.66800000	2783.66600000	2783.80800000	2783.25400000	2777.62400000	2776.05400000	2794.13860000	2792.15220000
