freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	avgPL_sig	avgPL_ref
2720000000.00000000	3331.67600000	3331.89200000	3346.93400000	3343.71600000	3286.95000000	3279.56400000	3265.67800000	3261.47800000	3295.60000000	3294.50000000	3345.14000000	3344.52800000	3277.25600000	3272.41000000	3340.14400000	3340.95000000	3273.77400000	3280.14200000	3368.93600000	3369.61200000	3313.20880000	3311.87920000
2721003344.48160553	3361.71000000	3361.93600000	3317.41400000	3316.39200000	3326.29800000	3322.90200000	3278.50600000	3275.29600000	3343.77400000	3338.47400000	3377.43000000	3373.76200000	3325.87000000	3323.48600000	3329.11000000	3328.70600000	3333.71200000	3329.73200000	3367.62400000	3360.07200000	3336.14480000	3333.07580000
2722006688.96321058	3317.39800000	3319.01600000	3342.68200000	3343.28400000	3295.76800000	3293.99400000	3285.31800000	3283.24800000	3343.20200000	3340.77600000	3360.52000000	3359.59800000	3339.07200000	3334.95000000	3318.69400000	3318.04400000	3222.96000000	3223.10000000	3368.50800000	3365.47800000	3319.41220000	3318.14880000
2723010033.44481611	3310.78000000	3307.81200000	3319.74000000	3321.95600000	3309.73000000	3300.73200000	3341.10000000	3333.96000000	3310.64600000	3305.94400000	3352.57000000	3348.85200000	3286.14800000	3287.95400000	3315.92000000	3313.64000000	3260.12000000	3257.75600000	3292.44200000	3292.29800000	3309.91960000	3307.09040000
2724013377.92642164	3346.97200000	3349.40200000	3313.23800000	3309.24600000	3300.77000000	3304.28600000	3307.79800000	3307.61800000	3314.55800000	3316.57800000	3376.45800000	3367.95600000	3350.84400000	3353.90400000	3316.68600000	3310.69200000	3324.83800000	3317.84000000	3357.14400000	3359.63200000	3330.93060000	3329.71540000
2725016722.40802670	3339.92600000	3338.89000000	3384.00800000	3382.39400000	3319.03000000	3313.32400000	3241.80000000	3241.48800000	3340.51000000	3337.86800000	3329.17800000	3331.22800000	3298.46000000	3292.43200000	3299.63800000	3296.51800000	3311.39200000	3305.42000000	3333.83000000	3334.97200000	3319.77720000	3317.45340000
2726020066.88963223	3349.84200000	3342.05200000	3315.06000000	3312.78400000	3312.26400000	3310.35000000	3289.43600000	3286.05400000	3325.65000000	3321.90000000	3370.16000000	3367.73000000	3347.53800000	3345.39000000	3308.49000000	3302.34600000	3328.03200000	3329.71600000	3355.89600000	3352.71800000	3330.23680000	3327.10400000
2727023411.37123728	3313.77400000	3310.31200000	3308.74000000	3300.39200000	3309.13400000	3306.91800000	3362.46600000	3362.09600000	3311.45000000	3315.10600000	3330.02600000	3331.00600000	3312.16800000	3306.83800000	3329.33600000	3325.85400000	3279.54600000	3275.77400000	3309.00600000	3306.37400000	3316.56460000	3314.06700000
2728026755.85284281	3342.87600000	3344.02200000	3331.55600000	3331.30000000	3365.02800000	3362.55800000	3315.17000000	3311.05400000	3266.52200000	3268.06200000	3271.97600000	3268.02800000	3262.22200000	3259.44600000	3319.72000000	3317.24200000	3293.12800000	3292.12800000	3266.23400000	3261.97800000	3303.44320000	3301.58180000
2729030100.33444834	3349.68600000	3350.93400000	3313.03600000	3310.47600000	3272.02000000	3272.11800000	3364.75400000	3364.75200000	3307.90600000	3305.92200000	3315.52400000	3307.31600000	3309.25600000	3309.81600000	3288.34000000	3289.42400000	3308.27000000	3304.64600000	3322.82800000	3326.03800000	3315.16200000	3314.14420000
2730033444.81605339	3338.24600000	3336.09800000	3352.87200000	3354.70600000	3278.07200000	3274.22000000	3286.81400000	3290.50600000	3357.33000000	3354.28800000	3357.72400000	3354.50200000	3322.22400000	3320.69200000	3327.49200000	3327.42000000	3206.02800000	3202.02800000	3374.62000000	3373.91200000	3320.14220000	3318.83720000
2731036789.29765892	3312.44000000	3310.74000000	3313.84800000	3314.05800000	3314.86600000	3311.35600000	3346.17200000	3341.40600000	3327.74600000	3322.93200000	3341.21200000	3339.36600000	3287.64400000	3289.90200000	3321.42600000	3318.08600000	3258.14000000	3259.77200000	3304.31400000	3302.23200000	3312.78080000	3310.98500000
2732040133.77926445	3324.33800000	3315.07800000	3359.11000000	3358.71800000	3292.92800000	3288.84200000	3267.29400000	3260.99000000	3306.54800000	3297.98400000	3350.39400000	3351.05800000	3265.70200000	3265.97200000	3326.72600000	3322.84400000	3252.64600000	3254.00200000	3372.11800000	3369.88400000	3311.78040000	3308.53720000
2733043478.26086950	3348.34200000	3340.14600000	3302.86000000	3295.46200000	3278.41800000	3269.20600000	3344.01200000	3342.42400000	3308.61200000	3302.33400000	3321.01800000	3319.65800000	3298.79600000	3295.38600000	3274.72000000	3276.17800000	3267.31800000	3265.51400000	3309.11200000	3312.90000000	3305.32080000	3301.92080000
2734046822.74247503	3318.29800000	3315.85800000	3341.42000000	3334.49800000	3308.91200000	3306.86000000	3267.64000000	3270.71000000	3297.75400000	3296.58200000	3281.23000000	3276.85400000	3279.68000000	3284.07800000	3363.66400000	3354.44800000	3302.39400000	3298.77800000	3305.84400000	3306.78600000	3306.68360000	3304.54520000
2735050167.22408009	3363.49000000	3361.49800000	3320.84200000	3323.17800000	3313.48600000	3315.04600000	3257.30000000	3252.61200000	3355.91600000	3348.60200000	3371.00200000	3360.58600000	3339.50000000	3337.01200000	3317.98000000	3316.74200000	3338.61000000	3334.25800000	3344.05400000	3344.06000000	3332.21800000	3329.35940000
2736053511.70568562	3335.08200000	3332.61400000	3372.39800000	3375.17800000	3314.09400000	3312.89600000	3294.02000000	3284.94400000	3347.41400000	3343.11400000	3344.00200000	3343.77800000	3316.10600000	3317.94000000	3315.57400000	3309.29800000	3256.16400000	3254.33200000	3349.00600000	3346.97200000	3324.38600000	3322.10660000
