freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	avgPL_sig	avgPL_ref
2720000000.00000000	3259.00400000	3258.90200000	3203.19000000	3196.37800000	3145.21800000	3149.71600000	3188.14000000	3188.11800000	3213.34600000	3211.60400000	3148.51000000	3147.64600000	3138.49000000	3133.72800000	3078.95000000	3077.68000000	3191.63000000	3189.49400000	3116.26800000	3111.45800000	3168.27460000	3166.47240000
2721003344.48160553	3261.19400000	3261.90200000	3170.99400000	3166.38400000	3112.12000000	3109.77000000	3221.47000000	3220.15200000	3300.68000000	3297.10000000	3191.31000000	3188.09400000	3096.19000000	3093.88600000	3088.28400000	3081.63000000	3164.65800000	3161.90000000	3188.37600000	3187.90600000	3179.52760000	3176.87240000
2722006688.96321058	3248.64400000	3244.86600000	3166.49000000	3165.84800000	3153.00600000	3155.35800000	3168.83000000	3164.18400000	3219.00000000	3214.96400000	3125.24000000	3125.06400000	3119.44200000	3115.34200000	3116.90800000	3113.29800000	3186.16600000	3182.14000000	3098.06600000	3094.22400000	3160.17920000	3157.52880000
2723010033.44481611	3224.42200000	3222.36800000	3123.12200000	3116.46200000	3113.03400000	3107.92400000	3138.72400000	3139.35600000	3106.19400000	3104.95200000	3036.52600000	3032.85800000	3196.17200000	3194.09200000	3136.28600000	3136.58200000	3125.39600000	3128.85200000	3112.00200000	3112.47800000	3131.18780000	3129.59240000
2724013377.92642164	3324.63200000	3317.40000000	3201.26600000	3198.35600000	3107.04000000	3101.60200000	3084.60600000	3081.78600000	3140.98200000	3142.11200000	3131.19000000	3130.02800000	3017.63800000	3015.49600000	3202.14400000	3199.12000000	3198.85400000	3197.97200000	3125.80800000	3121.03000000	3153.41600000	3150.49020000
2725016722.40802670	3230.42000000	3230.68800000	3177.48200000	3173.29600000	3137.70000000	3136.90400000	3157.63000000	3157.29400000	3278.45400000	3276.58600000	3215.23000000	3211.23000000	3074.69800000	3071.85800000	3055.16400000	3054.68800000	3128.21000000	3131.43400000	3134.44200000	3132.92200000	3158.94300000	3157.69000000
2726020066.88963223	3270.91400000	3267.01800000	3259.73200000	3252.65800000	3169.93600000	3164.75600000	3112.48200000	3113.22600000	3215.28000000	3217.29400000	3194.82000000	3189.44600000	3099.47400000	3101.23600000	3127.73400000	3123.13000000	3114.93200000	3117.11200000	3180.57400000	3176.79400000	3174.58780000	3172.26700000
2727023411.37123728	3250.05200000	3249.79600000	3278.58200000	3272.58600000	3142.33200000	3138.58400000	3101.68000000	3098.74200000	3114.01000000	3110.19600000	3107.68600000	3103.36800000	3124.42200000	3122.66000000	3133.89400000	3132.30800000	3106.57000000	3111.37600000	3115.85000000	3113.04800000	3147.50780000	3145.26640000
2728026755.85284281	3251.95000000	3252.85600000	3179.55000000	3176.05800000	3150.36600000	3148.41600000	3163.06600000	3166.55200000	3212.75400000	3206.08600000	3118.17000000	3117.50200000	3097.27600000	3095.80600000	3132.89200000	3127.63600000	3188.95000000	3188.78200000	3063.01000000	3063.58000000	3155.79840000	3154.32740000
2729030100.33444834	3202.76000000	3202.27000000	3155.01400000	3152.03800000	3155.41400000	3151.09200000	3134.02200000	3129.06600000	3077.29200000	3077.25600000	3031.84800000	3030.14000000	3121.71600000	3120.40200000	3130.13800000	3128.25400000	3095.06400000	3096.21400000	3095.09800000	3095.48000000	3119.83660000	3118.22120000
2730033444.81605339	3211.09400000	3211.37400000	3108.74000000	3098.33800000	3099.22800000	3099.19200000	3156.00000000	3154.76200000	3116.15800000	3112.93000000	3024.75800000	3025.36000000	3214.05800000	3211.06800000	3133.97000000	3132.63800000	3111.65600000	3117.26600000	3111.09600000	3113.58200000	3128.67580000	3127.65100000
2731036789.29765892	3199.19600000	3199.79600000	3192.64000000	3192.92600000	3144.30400000	3144.79000000	3130.12600000	3131.57200000	3086.78000000	3080.55200000	3067.75200000	3065.59800000	3121.61600000	3122.65800000	3154.00000000	3156.52000000	3094.67000000	3094.42600000	3102.65000000	3105.18400000	3129.37340000	3129.40220000
2732040133.77926445	3285.40400000	3281.22000000	3144.76400000	3147.93000000	3184.01200000	3180.88800000	3133.26200000	3130.17400000	3205.67800000	3201.56200000	3140.63000000	3131.24200000	3104.43800000	3107.73200000	3155.14400000	3158.16200000	3217.39800000	3220.91600000	3035.52200000	3033.22000000	3160.62520000	3159.30460000
2733043478.26086950	3273.17200000	3275.54200000	3175.46800000	3177.28400000	3167.81600000	3161.98000000	3129.03600000	3130.15000000	3225.72600000	3227.31400000	3182.87800000	3184.14600000	3110.40400000	3107.70600000	3066.75000000	3060.36400000	3175.56000000	3172.75600000	3102.68800000	3102.55800000	3160.94980000	3159.98000000
2734046822.74247503	3292.18800000	3289.60400000	3196.36200000	3195.71800000	3107.67800000	3111.14000000	3100.74600000	3096.29000000	3149.29200000	3149.38800000	3131.85600000	3130.49600000	3024.57200000	3023.13400000	3190.31400000	3189.22600000	3222.98600000	3221.20600000	3100.30400000	3100.98000000	3151.62980000	3150.71820000
2735050167.22408009	3254.73600000	3249.73600000	3221.17000000	3216.59400000	3153.17200000	3154.74600000	3141.03200000	3146.38600000	3220.91800000	3214.07200000	3169.79800000	3171.91800000	3088.60000000	3089.10600000	3108.65400000	3105.20800000	3133.82400000	3130.39000000	3188.04200000	3190.07600000	3167.99460000	3166.82320000
2736053511.70568562	3234.12000000	3234.07400000	3188.52000000	3182.06200000	3113.15400000	3114.49200000	3185.97200000	3180.69200000	3294.02800000	3290.00600000	3226.77800000	3226.34800000	3088.31200000	3084.84400000	3068.46000000	3065.32600000	3120.50400000	3112.40000000	3173.18800000	3166.67000000	3169.30360000	3165.69140000
2737056856.18729115	3251.79400000	3249.36600000	3276.99400000	3275.84000000	3156.31600000	3159.34400000	3102.34600000	3099.60000000	3118.23600000	3115.39000000	3121.62800000	3117.74200000	3131.67200000	3129.96600000	3146.83400000	3145.89800000	3108.15800000	3112.56400000	3112.16000000	3106.38200000	3152.61380000	3151.20920000
2738060200.66889620	3242.54400000	3240.17400000	3186.17800000	3183.51400000	3108.64000000	3104.24600000	3188.55600000	3187.57400000	3294.62800000	3291.64800000	3209.02000000	3207.56200000	3100.71600000	3093.50400000	3077.25400000	3074.31200000	3123.69600000	3122.48400000	3178.76600000	3174.35200000	3170.99980000	3167.93700000
2739063545.15050173	3307.70400000	3297.86400000	3167.09400000	3161.13800000	3128.46200000	3126.10000000	3151.34200000	3144.36600000	3193.74400000	3190.93200000	3145.33200000	3147.59400000	3053.54600000	3053.11600000	3168.28000000	3159.10400000	3244.77400000	3242.37800000	3070.20200000	3070.00000000	3163.04800000	3159.25920000
2740066889.63210726	3294.84000000	3292.02200000	3134.23400000	3135.43200000	3160.99200000	3154.83200000	3136.15000000	3131.78200000	3205.53000000	3205.06800000	3133.29400000	3126.76600000	3108.16000000	3104.92200000	3169.12400000	3169.96400000	3243.66600000	3244.20400000	3031.54000000	3037.00400000	3161.75300000	3160.19960000
2741070234.11371231	3292.07400000	3284.34600000	3196.40400000	3193.92400000	3115.64200000	3112.15400000	3100.60800000	3097.63600000	3151.97600000	3144.80800000	3129.67600000	3125.95400000	3023.54200000	3022.93800000	3194.26600000	3192.18200000	3224.73000000	3221.29200000	3107.34400000	3102.68000000	3153.62620000	3149.79140000
2742073578.59531784	3258.87000000	3258.43400000	3176.57000000	3180.57000000	3155.00200000	3154.18400000	3168.64200000	3167.38200000	3207.77000000	3209.40600000	3116.84400000	3115.11000000	3096.52400000	3092.46200000	3136.29600000	3139.16800000	3192.98400000	3199.27600000	3058.92000000	3056.61800000	3156.84220000	3157.26100000
2743076923.07692289	3241.16200000	3241.57600000	3161.63200000	3160.92800000	3151.02400000	3146.50800000	3172.50800000	3169.93800000	3227.37200000	3220.90800000	3119.06800000	3120.84800000	3126.15600000	3125.85800000	3112.02200000	3111.97200000	3176.05000000	3166.53800000	3100.35600000	3100.18400000	3158.73500000	3156.52580000
2744080267.55852842	3277.53400000	3271.51000000	3174.36600000	3178.58400000	3166.31400000	3160.96600000	3134.46600000	3135.57800000	3229.02600000	3228.93800000	3184.23200000	3178.85200000	3110.24600000	3109.96200000	3065.85200000	3060.88800000	3173.45800000	3170.52400000	3103.63600000	3105.26600000	3161.91300000	3160.10680000
2745083612.04013395	3229.90400000	3229.04800000	3119.06000000	3120.69200000	3116.34200000	3110.05400000	3143.28800000	3137.52600000	3101.62600000	3107.00000000	3040.93400000	3034.05600000	3193.41800000	3190.25800000	3139.35600000	3139.66800000	3125.39000000	3122.87000000	3114.65000000	3117.17800000	3132.39680000	3130.83500000
2746086956.52173901	3268.10000000	3269.02200000	3271.79400000	3270.98400000	3176.22200000	3175.06200000	3113.07800000	3115.72600000	3193.87000000	3191.53800000	3214.82200000	3211.82800000	3111.36600000	3112.94000000	3110.12800000	3104.31400000	3102.07200000	3102.07600000	3166.07800000	3167.67400000	3172.75300000	3172.11640000
2747090301.00334454	3260.48400000	3257.24200000	3174.44600000	3167.16000000	3103.54800000	3105.09200000	3216.93400000	3215.50800000	3299.19600000	3300.21000000	3183.88800000	3181.08400000	3095.47200000	3093.42400000	3078.60400000	3078.69800000	3158.90400000	3161.45000000	3185.18200000	3186.70400000	3175.66580000	3174.65720000
2748093645.48495007	3245.86400000	3247.41400000	3184.78200000	3181.67600000	3163.74600000	3160.08200000	3170.28600000	3165.58600000	3259.49000000	3256.61800000	3196.45000000	3194.98600000	3073.96200000	3080.70400000	3049.11200000	3050.77800000	3160.10600000	3162.60400000	3114.95400000	3114.99000000	3161.87520000	3161.54380000
2749096989.96655512	3256.67400000	3253.41800000	3210.56200000	3205.65000000	3154.95200000	3151.47600000	3160.75400000	3158.70800000	3235.45400000	3234.00600000	3183.96800000	3180.59400000	3100.97200000	3098.85600000	3115.18200000	3114.40000000	3154.00200000	3152.50400000	3201.84000000	3205.74000000	3177.43600000	3175.53520000
2750100334.44816065	3243.89800000	3235.68400000	3252.97800000	3246.45200000	3135.69000000	3132.69600000	3115.70000000	3114.71200000	3114.87600000	3113.34800000	3071.14400000	3071.22800000	3139.04000000	3142.78400000	3127.37000000	3119.67000000	3119.15800000	3117.80400000	3093.80800000	3089.78600000	3141.36620000	3138.41640000
2751103678.92976570	3293.31400000	3293.56200000	3145.77600000	3137.17400000	3177.57800000	3169.47800000	3139.32000000	3136.74400000	3207.40800000	3211.47800000	3143.44600000	3148.53600000	3100.12000000	3099.78400000	3166.30400000	3162.74400000	3231.77400000	3225.94400000	3031.03000000	3027.67000000	3163.60700000	3161.31140000
2752107023.41137123	3212.20400000	3207.75200000	3100.17000000	3105.22600000	3090.79400000	3077.55800000	3141.93800000	3136.51200000	3123.14000000	3117.49400000	3019.96400000	3015.25800000	3205.62000000	3212.15200000	3189.00400000	3184.08200000	3132.37200000	3127.03000000	3132.60800000	3124.78800000	3134.78140000	3130.78520000
2753110367.89297676	3305.18000000	3297.32600000	3134.32600000	3130.95400000	3136.71000000	3131.03600000	3152.26800000	3149.19400000	3220.33400000	3213.59000000	3129.29600000	3125.10200000	3098.56000000	3094.20800000	3161.97000000	3160.15800000	3249.85600000	3256.06000000	3053.25600000	3047.21800000	3164.17560000	3160.48460000
2754113712.37458181	3247.97000000	3246.08600000	3186.30000000	3179.63600000	3171.53400000	3173.97400000	3151.99400000	3149.62800000	3226.69600000	3227.36600000	3175.35600000	3172.96600000	3117.79400000	3117.68800000	3076.19000000	3072.68800000	3187.07000000	3183.88200000	3093.70000000	3091.84800000	3163.46040000	3161.57620000
2755117056.85618734	3277.17200000	3276.11800000	3263.66000000	3259.18200000	3183.14000000	3179.14800000	3113.37600000	3112.52800000	3192.24600000	3193.79200000	3197.86200000	3198.53800000	3107.49200000	3108.10200000	3104.90600000	3107.17200000	3103.21800000	3102.02200000	3159.01400000	3157.76200000	3170.20860000	3169.43640000
2756120401.33779287	3300.94800000	3298.19200000	3180.26800000	3179.27000000	3114.37600000	3113.14200000	3136.36600000	3131.53200000	3196.65600000	3191.45400000	3131.72600000	3128.16800000	3045.47000000	3042.74000000	3173.72600000	3171.91200000	3239.10600000	3239.24000000	3091.77600000	3091.15800000	3161.04180000	3158.68080000
2757123745.81939793	3304.73200000	3306.17200000	3171.38600000	3168.14800000	3127.51400000	3125.78800000	3153.63200000	3150.59200000	3197.66200000	3192.35000000	3151.60200000	3148.29200000	3055.41600000	3054.94400000	3171.01600000	3167.47000000	3251.28800000	3254.22400000	3085.96400000	3084.99200000	3167.02120000	3165.29720000
