freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	PL_sig11	PL_ref11	PL_sig12	PL_ref12	PL_sig13	PL_ref13	PL_sig14	PL_ref14	PL_sig15	PL_ref15	PL_sig16	PL_ref16	PL_sig17	PL_ref17	PL_sig18	PL_ref18	PL_sig19	PL_ref19	PL_sig20	PL_ref20	PL_sig21	PL_ref21	PL_sig22	PL_ref22	PL_sig23	PL_ref23	PL_sig24	PL_ref24	PL_sig25	PL_ref25	avgPL_sig	avgPL_ref
2820000000.00000000	6849.75200000	6852.52400000	6816.26800000	6816.91000000	6793.06600000	6793.63200000	6820.18000000	6819.00600000	6873.74200000	6865.79600000	6901.52600000	6891.24200000	6886.30800000	6869.35200000	6885.48400000	6873.51200000	6899.07000000	6884.03600000	6871.25400000	6862.19200000	6890.48600000	6874.93400000	6905.94400000	6899.67200000	6898.03400000	6891.08000000	6971.18400000	6964.94800000	6917.97000000	6902.76400000	6883.36000000	6879.50800000	6877.40800000	6863.61200000	6901.19600000	6896.06600000	6863.46600000	6850.63200000	6862.05200000	6854.58200000	6862.03400000	6855.44200000	6850.14200000	6839.71600000	6834.66800000	6826.39200000	6856.89400000	6849.79800000	6871.02600000	6863.36800000	6873.70056000	6865.62864000
2820502512.56281424	6848.84600000	6832.94800000	6814.71200000	6811.18800000	6799.12000000	6790.16800000	6825.45000000	6812.02000000	6861.14600000	6850.02200000	6887.51000000	6881.27600000	6869.58400000	6862.93000000	6887.36800000	6877.12400000	6905.68800000	6896.29600000	6917.43800000	6904.57000000	6889.96600000	6884.44600000	6925.88600000	6910.69000000	6885.83000000	6870.39400000	6942.68000000	6929.79000000	6932.86400000	6922.43200000	6878.34600000	6869.20400000	6870.41800000	6866.52800000	6908.20600000	6896.97000000	6862.94800000	6856.38400000	6892.31000000	6881.99000000	6862.84400000	6854.44800000	6871.62600000	6854.46600000	6842.93000000	6835.21600000	6849.86200000	6845.44600000	6889.51000000	6874.29200000	6876.92352000	6866.84952000
2821005025.12562799	6851.94600000	6844.56600000	6816.55200000	6811.42800000	6797.65400000	6794.55600000	6824.86800000	6809.93800000	6848.65800000	6842.30200000	6905.56400000	6886.59000000	6859.41400000	6853.67200000	6888.38400000	6876.24200000	6901.03600000	6892.44800000	6936.12800000	6923.45800000	6895.19200000	6885.05800000	6918.09600000	6903.53400000	6873.07000000	6862.94800000	6941.77000000	6925.00200000	6891.52400000	6884.79800000	6874.48000000	6865.81400000	6885.45400000	6874.88000000	6895.06800000	6886.10800000	6852.86400000	6840.37400000	6916.40800000	6907.15200000	6887.79200000	6877.09000000	6854.96200000	6852.80800000	6858.01400000	6845.48400000	6850.43800000	6834.00600000	6901.38800000	6889.27800000	6877.06896000	6866.78136000
2821507537.68844223	6803.58400000	6795.17800000	6854.76400000	6839.72200000	6842.45000000	6837.19800000	6829.34000000	6812.93400000	6818.60800000	6812.75400000	6880.67800000	6870.54400000	6868.77200000	6852.65800000	6884.34200000	6871.70000000	6870.67600000	6857.24600000	6883.29200000	6876.04000000	6902.95200000	6883.23400000	6913.56600000	6899.19000000	6879.08200000	6869.89000000	6932.29600000	6929.35000000	6948.12200000	6939.38200000	6901.24800000	6892.90200000	6863.81400000	6858.70000000	6872.57400000	6864.43200000	6869.91400000	6869.42800000	6890.75400000	6885.85200000	6872.08400000	6865.53000000	6889.00000000	6876.41600000	6874.33600000	6855.72200000	6823.93800000	6810.15000000	6880.66400000	6874.96200000	6874.03400000	6864.04456000
2822010050.25125647	6805.07000000	6795.84000000	6834.60400000	6834.43600000	6830.49400000	6825.41000000	6821.43800000	6815.50400000	6823.20400000	6816.47000000	6886.13200000	6870.41800000	6867.59000000	6856.03600000	6875.16800000	6867.19600000	6866.42800000	6856.37000000	6892.63200000	6887.71800000	6894.05000000	6884.90000000	6935.00400000	6928.67800000	6887.63200000	6883.95800000	6929.76000000	6917.79400000	6937.75200000	6928.05200000	6883.48800000	6868.30200000	6866.70400000	6858.37200000	6872.45400000	6866.89400000	6860.10400000	6852.27800000	6892.63800000	6886.36400000	6868.59400000	6860.00000000	6884.78200000	6881.17000000	6863.34200000	6861.27000000	6821.97600000	6807.95400000	6873.99400000	6861.88400000	6871.00136000	6862.93072000
2822512562.81407022	6791.18800000	6778.84000000	6866.78400000	6858.91200000	6836.32000000	6827.12400000	6804.65000000	6795.07400000	6828.65000000	6818.22800000	6864.94400000	6852.96000000	6891.02800000	6882.95600000	6863.21000000	6852.14400000	6888.11600000	6874.32800000	6896.46000000	6882.23400000	6942.19800000	6931.35400000	6920.17200000	6909.84600000	6881.82800000	6862.18800000	6878.65200000	6868.13800000	6934.60800000	6919.53800000	6878.86000000	6872.14600000	6889.45200000	6876.86400000	6867.27600000	6852.93000000	6861.19600000	6854.75800000	6896.09200000	6885.16600000	6870.79400000	6854.64000000	6875.46200000	6866.16400000	6885.21200000	6875.51600000	6870.25200000	6859.87000000	6854.05800000	6835.46000000	6873.49848000	6861.89512000
2823015075.37688446	6809.61800000	6799.94800000	6863.07000000	6849.51800000	6847.06000000	6841.87000000	6842.38200000	6830.71000000	6838.17800000	6824.41400000	6883.07600000	6866.25200000	6863.35200000	6856.82400000	6881.83600000	6871.81400000	6872.89800000	6862.13800000	6898.77200000	6889.64600000	6924.87400000	6911.52200000	6906.67000000	6894.62000000	6886.78600000	6868.28800000	6924.46400000	6915.52200000	6920.30600000	6908.34600000	6896.20400000	6886.65400000	6877.91800000	6867.58200000	6896.93400000	6889.48600000	6894.42000000	6876.51600000	6885.95600000	6876.46200000	6866.39200000	6851.50200000	6854.81400000	6838.08800000	6888.60000000	6869.33800000	6852.19600000	6833.74000000	6861.13000000	6852.33200000	6877.51624000	6865.32528000
2823517587.93969870	6831.28600000	6815.50800000	6836.59800000	6827.18800000	6833.93800000	6827.41400000	6824.03800000	6809.48800000	6844.22600000	6823.56000000	6887.84000000	6879.10600000	6867.50400000	6849.37400000	6902.28600000	6886.81600000	6875.23600000	6876.30600000	6926.28800000	6910.14400000	6895.36400000	6881.40200000	6934.84400000	6926.77000000	6906.40000000	6893.18400000	7033.67200000	7026.73400000	6908.33000000	6898.05600000	6868.90200000	6862.74200000	6850.72000000	6838.02800000	6876.17400000	6863.73400000	6877.16600000	6863.46000000	6890.47000000	6881.53000000	6865.09800000	6851.31000000	6876.10600000	6863.96200000	6865.28800000	6858.74600000	6842.57400000	6836.09800000	6887.66400000	6879.72600000	6880.32048000	6869.21544000
2824020100.50251245	6851.52600000	6833.01400000	6823.63800000	6814.83200000	6814.86400000	6804.02400000	6831.55800000	6821.12600000	6882.51400000	6872.06200000	6910.06200000	6898.41600000	6874.54000000	6863.46000000	6876.15000000	6872.20200000	6918.41400000	6908.87800000	6898.01800000	6879.65200000	6867.34000000	6858.88000000	6921.75600000	6912.67200000	6916.33600000	6903.08200000	6933.24800000	6933.00000000	6901.50000000	6889.37600000	6875.63200000	6858.78400000	6891.41200000	6872.71800000	6888.03800000	6885.93600000	6867.28800000	6850.81800000	6881.65600000	6869.86400000	6871.73600000	6864.38200000	6862.46200000	6852.83400000	6829.88200000	6818.85600000	6844.55000000	6827.64400000	6872.16400000	6862.13600000	6876.25136000	6865.14592000
2824522613.06532669	6843.40600000	6828.06600000	6828.76600000	6810.88400000	6807.17000000	6799.36200000	6826.30600000	6817.68200000	6888.76600000	6875.36000000	6909.82800000	6900.71800000	6872.92800000	6862.45800000	6890.09800000	6876.38600000	6913.39800000	6898.07200000	6891.62200000	6877.29800000	6874.59800000	6857.81400000	6930.66000000	6920.55200000	6926.24400000	6914.27200000	6930.46200000	6914.07800000	6905.10200000	6894.68400000	6874.44600000	6859.14800000	6897.64800000	6885.11200000	6895.59400000	6882.71800000	6880.07000000	6878.07200000	6878.61800000	6875.26200000	6874.47800000	6870.75200000	6855.97400000	6849.74000000	6839.85000000	6827.51600000	6839.46800000	6827.92000000	6862.65800000	6845.76400000	6877.52632000	6865.98760000
