freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	PL_sig11	PL_ref11	PL_sig12	PL_ref12	PL_sig13	PL_ref13	PL_sig14	PL_ref14	PL_sig15	PL_ref15	PL_sig16	PL_ref16	PL_sig17	PL_ref17	PL_sig18	PL_ref18	PL_sig19	PL_ref19	PL_sig20	PL_ref20	PL_sig21	PL_ref21	PL_sig22	PL_ref22	PL_sig23	PL_ref23	PL_sig24	PL_ref24	PL_sig25	PL_ref25	avgPL_sig	avgPL_ref
2820000000.00000000	8089.43800000	8079.60600000	8083.79200000	8074.49800000	8060.56000000	8047.08600000	8082.05600000	8068.29400000	8050.36600000	8046.70400000	8023.81200000	8012.00200000	8059.56600000	8047.57400000	8051.94400000	8043.61400000	8023.31400000	8008.16200000	8037.77000000	8024.93200000	8014.53800000	7998.92200000	8017.90400000	8000.50400000	8062.72600000	8047.25400000	8032.18600000	8020.03800000	8034.87000000	8018.26400000	7995.11600000	7977.10000000	8031.33000000	8021.21200000	7988.82200000	7975.78600000	8008.32000000	7994.77200000	8005.78000000	7994.00000000	7999.25400000	7992.16200000	7996.86600000	7985.20800000	8022.04200000	8009.75600000	8007.88200000	8001.35800000	8010.14600000	7996.80200000	8031.61600000	8019.42440000
2820502512.56281424	8071.65000000	8060.78800000	8074.37800000	8055.01800000	8048.69000000	8033.05800000	8054.63000000	8042.92000000	8059.21600000	8043.21600000	8082.23200000	8065.92200000	8095.03800000	8085.95600000	8073.73000000	8058.22400000	8065.80400000	8046.39600000	8024.45800000	8005.58400000	8028.76200000	8010.14200000	8038.34600000	8022.44600000	8025.35400000	8017.01000000	8063.59200000	8055.83200000	8039.35600000	8025.86000000	8048.91600000	8027.35400000	8020.34400000	8008.85000000	7960.22200000	7945.18800000	8024.96600000	8009.02200000	8029.20200000	8013.81600000	8009.22400000	8005.44000000	7990.07000000	7976.03600000	8025.19600000	8011.91800000	8036.30800000	8021.44800000	8021.86000000	8007.49200000	8040.46176000	8026.19744000
2821005025.12562799	8096.44400000	8078.08200000	8077.35200000	8059.11200000	8082.41600000	8074.06600000	8046.03000000	8027.80200000	8075.26200000	8056.55000000	8064.86800000	8046.92200000	8063.69400000	8048.78600000	8049.60200000	8038.27800000	8063.62600000	8041.29200000	8050.74000000	8036.04000000	8040.93600000	8032.03600000	7999.77200000	7984.69200000	8026.67400000	8008.36800000	8051.90800000	8036.67000000	8042.31200000	8030.40000000	8022.71600000	8009.98000000	8019.93800000	7992.54200000	7967.28600000	7946.82800000	8034.57600000	8020.94600000	8017.06400000	8003.61400000	7985.52800000	7968.45000000	8015.42200000	8002.87200000	8005.13400000	7990.13200000	8012.51000000	7991.68400000	8008.01000000	7989.94800000	8036.79280000	8020.64368000
2821507537.68844223	8042.63200000	8028.72200000	8070.99800000	8050.85600000	8094.84200000	8085.35200000	8037.17600000	8027.29800000	8063.63000000	8046.68800000	8072.62800000	8059.05400000	8058.63600000	8045.87200000	8058.89400000	8044.57800000	8030.47200000	8000.82800000	8002.65200000	7983.95000000	8026.62400000	8011.30800000	8035.45600000	8023.74800000	8061.87600000	8056.61000000	8019.60800000	8000.00000000	8021.15200000	8006.08800000	8042.42400000	8029.74200000	8014.32000000	7998.68000000	7966.13800000	7948.41200000	8024.00600000	8000.76600000	8045.80800000	8030.74400000	8011.12600000	7988.09200000	8019.89600000	8007.86400000	8014.59800000	8001.93600000	8027.40800000	7998.08400000	8008.19000000	7999.04400000	8034.84760000	8018.97264000
2822010050.25125647	8089.38800000	8070.93200000	8093.82200000	8073.74400000	8079.50400000	8063.36400000	8080.47200000	8067.27200000	8046.20000000	8029.24400000	8081.94200000	8069.19200000	8053.86400000	8033.26400000	8050.04600000	8037.58400000	8021.36200000	8006.52200000	8033.21200000	8016.27200000	8028.23400000	8011.71600000	8050.19800000	8039.15600000	8032.14400000	8009.69800000	7998.74200000	7979.33400000	8015.04200000	8001.45800000	8043.54400000	8022.95200000	8020.98200000	8008.00200000	7953.02600000	7935.68400000	8014.49000000	8004.24400000	8023.48200000	8009.90200000	7993.89000000	7979.52000000	7998.91200000	7987.80200000	8043.67600000	8026.13200000	8038.15200000	8016.65200000	8017.49600000	8007.31600000	8036.07288000	8020.27832000
2822512562.81407022	8073.05200000	8055.55400000	8059.84800000	8049.26200000	8040.42400000	8024.06800000	8082.21200000	8070.11800000	8081.43200000	8062.64800000	8066.35800000	8053.60800000	8081.15200000	8067.85800000	8076.97400000	8063.44800000	8063.64000000	8047.09200000	8008.59400000	7990.35000000	8028.80200000	8004.43800000	8005.41600000	7993.43800000	8012.67000000	7999.84600000	8050.85600000	8029.64000000	8046.60600000	8025.45400000	8043.16200000	8016.46000000	8065.43400000	8047.91600000	7983.60400000	7964.32600000	8021.90600000	8006.67800000	8027.49000000	8004.16200000	8030.75800000	8020.19800000	7999.40000000	7992.72800000	8025.37400000	8002.58400000	8018.65600000	8008.35600000	8008.96000000	7993.78200000	8040.11120000	8023.76048000
2823015075.37688446	8084.19200000	8066.84200000	8093.87200000	8075.53800000	8083.72600000	8067.50800000	8051.54400000	8030.59400000	8047.84200000	8028.40000000	8095.64200000	8075.71800000	8056.78800000	8040.76200000	8044.00800000	8025.54000000	8027.65000000	8010.50800000	8049.98400000	8034.52000000	8042.38200000	8028.79400000	8049.34400000	8035.74600000	8042.42800000	8016.58800000	7987.63800000	7968.37200000	8025.54200000	8007.04800000	8036.49200000	8020.14600000	8021.47800000	8004.10200000	7938.71600000	7918.72400000	8024.55800000	8000.70800000	8017.76800000	7997.25000000	8012.11000000	7995.62800000	8007.56000000	7992.71000000	8019.55600000	8004.47000000	8023.11200000	8013.46000000	8012.68000000	7992.03400000	8035.86448000	8018.06840000
2823517587.93969870	8092.02600000	8069.44200000	8061.93000000	8051.89200000	8060.54600000	8039.09000000	8043.01200000	8025.58000000	8092.36600000	8070.93600000	8067.27600000	8048.02800000	8085.12400000	8068.59200000	8042.48200000	8020.72000000	8068.32200000	8042.35600000	8046.12600000	8039.45000000	8060.04200000	8041.22600000	8030.86000000	8013.59000000	8036.56800000	8015.88000000	8048.37400000	8034.74400000	8056.41000000	8040.02200000	8014.06000000	7998.80600000	8038.77800000	8022.14800000	7969.25200000	7954.92800000	8012.34000000	7999.61600000	8033.23000000	8012.24800000	7993.40400000	7989.07200000	7996.90800000	7978.52400000	8004.39000000	7981.78800000	8027.62000000	8007.35000000	7997.74000000	7980.74000000	8039.16744000	8021.87072000
2824020100.50251245	8094.50000000	8078.61200000	8114.29400000	8091.82200000	8085.68200000	8066.02800000	8088.37600000	8062.26600000	8078.34000000	8056.21000000	8092.35000000	8069.46200000	8072.11200000	8055.78400000	8048.09400000	8021.06800000	8076.13600000	8055.79400000	8033.95600000	8010.85800000	8019.25200000	8000.25200000	8039.01200000	8022.55000000	8041.96400000	8028.83200000	8039.67600000	8018.23200000	8051.78400000	8026.06400000	8018.09000000	8000.16200000	8033.98000000	8015.07600000	7982.42600000	7965.11200000	8052.32200000	8035.34000000	8021.64200000	8010.52600000	8026.08600000	8003.51000000	7989.57600000	7977.95000000	8001.80000000	7982.13400000	8024.26400000	8008.04400000	8054.21800000	8039.53000000	8047.19728000	8028.04872000
2824522613.06532669	8124.97800000	8102.85800000	8115.24000000	8099.03400000	8075.88800000	8061.82000000	8102.25400000	8085.63200000	8044.60600000	8033.47600000	8070.41200000	8058.55400000	8054.88800000	8034.49800000	8077.83400000	8060.82400000	8058.45000000	8049.45600000	8022.28600000	8007.32800000	8035.49800000	8021.08000000	8032.91200000	8021.64200000	8054.77400000	8033.59400000	8021.36400000	8001.92800000	8038.44400000	8024.76200000	8030.29200000	8008.81200000	8019.64600000	8012.28400000	7984.06400000	7968.67200000	8035.69400000	8022.42200000	8036.44000000	8010.63600000	8021.10800000	8003.86600000	7987.72400000	7964.26400000	8016.10600000	7999.06000000	8020.68400000	8016.94000000	8038.35800000	8028.36800000	8044.79776000	8029.27240000
