freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	PL_sig11	PL_ref11	PL_sig12	PL_ref12	PL_sig13	PL_ref13	PL_sig14	PL_ref14	PL_sig15	PL_ref15	PL_sig16	PL_ref16	PL_sig17	PL_ref17	PL_sig18	PL_ref18	PL_sig19	PL_ref19	PL_sig20	PL_ref20	PL_sig21	PL_ref21	PL_sig22	PL_ref22	PL_sig23	PL_ref23	PL_sig24	PL_ref24	PL_sig25	PL_ref25	avgPL_sig	avgPL_ref
2820000000.00000000	6985.69200000	6975.76800000	7001.44200000	6987.06400000	6992.49000000	6983.27400000	6967.34600000	6964.91200000	7135.24200000	7125.50000000	7083.71400000	7078.18000000	7042.79800000	7023.47000000	7079.60800000	7074.85400000	7127.10000000	7120.77000000	7112.00000000	7097.70600000	7111.19800000	7098.14800000	7104.37600000	7086.28800000	7091.18600000	7080.28800000	7121.63200000	7112.23200000	7164.53600000	7159.84600000	7232.16800000	7226.21200000	7177.05000000	7176.90400000	7176.11200000	7170.66800000	7153.38600000	7142.17000000	7156.31600000	7142.15400000	7225.60600000	7215.03400000	7122.77400000	7113.10800000	7109.30800000	7088.26800000	7117.27200000	7100.44800000	7140.88600000	7120.48800000	7109.24952000	7098.55016000
2820502512.56281424	6944.98600000	6939.60800000	7032.77600000	7021.55200000	7052.22600000	7040.62800000	7033.25000000	7023.50400000	7052.47400000	7044.19200000	7128.23000000	7119.65400000	7148.01800000	7135.43600000	7097.81800000	7080.03200000	7156.27800000	7136.84600000	7171.89800000	7163.98600000	7130.76800000	7118.94600000	7151.34200000	7136.03200000	7044.90400000	7035.57600000	7099.02800000	7091.75200000	7133.18800000	7129.91000000	7092.84200000	7083.01000000	7201.11400000	7185.37600000	7180.67000000	7171.34400000	7160.56000000	7147.56200000	7111.85600000	7101.14400000	7125.22400000	7130.40800000	7098.26000000	7096.24800000	7187.63000000	7185.98800000	7123.63400000	7121.13400000	7109.90800000	7102.17000000	7110.75528000	7101.68152000
2821005025.12562799	6951.65000000	6937.24200000	7052.73600000	7045.50600000	7010.86200000	6993.38000000	6976.06800000	6962.99000000	7016.37200000	7009.27000000	7029.51400000	7021.90800000	7101.48400000	7095.10000000	7094.47000000	7075.95800000	7125.24800000	7116.00400000	7139.46800000	7119.28600000	7160.62200000	7151.70800000	7129.70800000	7120.47200000	7150.25600000	7139.13600000	7121.23600000	7112.02400000	7172.94000000	7156.51200000	7088.64600000	7080.28600000	7209.50000000	7202.45000000	7157.48800000	7137.90000000	7159.44600000	7149.29200000	7197.01600000	7181.65600000	7221.43000000	7213.25400000	7137.73200000	7132.60200000	7126.36200000	7120.11800000	7151.70800000	7134.05400000	7228.67800000	7211.28200000	7116.42560000	7104.77560000
2821507537.68844223	6968.60000000	6957.47600000	6908.93000000	6897.59200000	7051.96200000	7037.16400000	7081.73600000	7074.40800000	7091.68200000	7083.33000000	7070.85400000	7057.82600000	7104.06600000	7090.74000000	7092.21600000	7074.25600000	7122.76800000	7106.27600000	7098.01800000	7094.10200000	7143.57600000	7140.28200000	7132.80600000	7119.57000000	7085.59000000	7066.89800000	7211.10200000	7199.84400000	7193.10200000	7181.46000000	7163.30800000	7152.21200000	7187.64200000	7176.00800000	7166.98600000	7152.77800000	7167.63400000	7157.63400000	7231.07800000	7217.76400000	7190.94200000	7172.08600000	7077.94400000	7067.49400000	7131.18600000	7126.96200000	7113.96400000	7091.27600000	7128.95000000	7123.99200000	7116.66568000	7104.77720000
2822010050.25125647	6884.87400000	6875.27600000	6998.65200000	6988.58400000	7008.64000000	7003.44400000	7009.03000000	7008.46000000	7078.78200000	7068.74600000	7093.70600000	7088.23600000	7079.57800000	7068.05600000	7081.38000000	7067.69800000	7122.29000000	7101.56800000	7082.19000000	7065.20000000	7126.54200000	7119.48000000	7104.65600000	7097.48600000	7159.69000000	7149.75800000	7152.23200000	7141.96600000	7167.57000000	7161.77200000	7168.32000000	7147.83800000	7170.53000000	7156.81800000	7146.68400000	7134.75800000	7175.83000000	7168.98200000	7132.94800000	7124.15200000	7149.64000000	7134.58600000	7156.73000000	7149.72600000	7103.67200000	7095.00800000	7124.06200000	7118.18200000	7176.43200000	7171.66600000	7106.18640000	7096.29784000
2822512562.81407022	7014.05400000	7002.92200000	7036.17600000	7028.61600000	6961.50200000	6953.01000000	7022.44800000	7004.90200000	7118.55800000	7106.79000000	7107.57400000	7096.47600000	7098.92600000	7092.56600000	7053.92200000	7040.39200000	7094.52200000	7078.22600000	7195.62000000	7188.26000000	7118.67000000	7108.71000000	7197.66200000	7190.42200000	7100.33600000	7091.44400000	7170.14800000	7152.07400000	7172.97400000	7154.92800000	7186.34200000	7177.65200000	7168.96400000	7155.22000000	7153.51200000	7142.76000000	7138.10000000	7124.89800000	7226.87600000	7209.52800000	7198.50400000	7187.22600000	7142.49000000	7123.30800000	7233.86200000	7216.59400000	7157.50400000	7140.48600000	7190.97600000	7172.38600000	7130.40888000	7117.59184000
2823015075.37688446	6952.34400000	6936.46600000	7016.19600000	7006.81400000	7049.78200000	7033.75000000	6993.69200000	6981.16200000	7087.26800000	7084.25800000	7070.86000000	7059.21400000	7049.15800000	7042.79800000	7108.16400000	7090.04200000	7086.02200000	7072.87800000	7199.28800000	7179.09600000	7114.24800000	7108.14200000	7180.27000000	7168.20800000	7040.60400000	7029.50600000	7154.47800000	7138.78000000	7143.28200000	7126.37400000	7143.58200000	7125.29000000	7192.81000000	7178.56600000	7176.96200000	7162.10800000	7140.23200000	7117.96200000	7172.67600000	7161.58600000	7120.95400000	7112.02200000	7179.70600000	7166.46600000	7166.27000000	7153.88000000	7073.09200000	7062.12600000	7110.32600000	7095.27400000	7108.89064000	7095.71072000
2823517587.93969870	7012.38800000	7007.56200000	6970.76800000	6966.14600000	7031.48600000	7020.57800000	7073.41800000	7064.45800000	7151.03400000	7135.19400000	7097.47400000	7090.19400000	7044.14200000	7037.71600000	7067.63600000	7059.05400000	7072.24200000	7069.60000000	7078.26800000	7062.44800000	7138.32000000	7124.75200000	7165.09400000	7145.75000000	7145.40600000	7137.73600000	7183.73800000	7165.75200000	7166.75600000	7148.45000000	7166.40200000	7150.39800000	7223.49200000	7210.04000000	7170.48400000	7160.84400000	7192.94000000	7181.49800000	7164.90600000	7152.53200000	7175.09200000	7165.53200000	7110.94400000	7106.19200000	7104.99000000	7100.11600000	7150.04600000	7144.80800000	7154.54600000	7143.82200000	7120.48048000	7110.04688000
2824020100.50251245	6958.34800000	6954.61000000	6993.67800000	6980.41200000	7026.61600000	7014.17600000	7014.17000000	6999.38400000	7103.73600000	7100.47600000	7087.88000000	7070.34400000	7084.46000000	7073.70600000	7148.24000000	7131.39000000	7124.07000000	7111.38000000	7129.71200000	7116.61400000	7152.05800000	7141.64600000	7118.21400000	7109.71600000	7087.71600000	7080.61600000	7194.28200000	7182.20400000	7173.35200000	7160.31400000	7195.00200000	7178.21000000	7130.79000000	7115.28200000	7107.52200000	7095.30600000	7176.11200000	7153.76800000	7208.60400000	7202.78800000	7131.10600000	7118.33200000	7131.00400000	7115.11800000	7150.31600000	7137.90800000	7114.91200000	7099.36000000	7181.32800000	7151.57000000	7116.92912000	7103.78520000
2824522613.06532669	6977.77600000	6969.68400000	6963.24200000	6951.19000000	7006.39200000	6998.30800000	7024.90600000	7021.84600000	7016.98400000	7007.48800000	7104.11200000	7086.26000000	7101.12600000	7084.61400000	7168.40000000	7160.47400000	7118.30200000	7107.14200000	7165.95800000	7151.47600000	7080.72600000	7062.15600000	7088.73000000	7072.08000000	7142.35200000	7128.75800000	7184.69200000	7177.30000000	7139.09600000	7130.46000000	7182.71400000	7168.66400000	7132.66200000	7115.45200000	7097.34000000	7078.92400000	7213.92200000	7206.96600000	7213.70800000	7192.67000000	7228.58400000	7223.56600000	7156.87600000	7154.04200000	7156.60000000	7143.65400000	7142.82800000	7127.61200000	7081.43400000	7073.46400000	7115.57848000	7103.77000000
