freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2820000000.00000000	7861.66000000	7893.48000000	7833.12600000	7849.44400000	7904.26000000	7926.41800000	7794.94800000	7825.79000000	7872.60600000	7883.95800000	7853.32000000	7875.81800000
2820502512.56281424	7843.33000000	7860.30800000	7873.01200000	7883.73400000	7829.76800000	7850.33200000	7823.20800000	7832.23200000	7882.71000000	7900.88800000	7850.40560000	7865.49880000
2821005025.12562799	7863.10200000	7878.34200000	7914.22400000	7935.41000000	7927.71200000	7936.58400000	7797.31600000	7824.31600000	7873.39400000	7883.70600000	7875.14960000	7891.67160000
2821507537.68844223	7932.81200000	7949.41800000	7914.79800000	7932.17200000	7903.40400000	7912.31800000	7867.19200000	7883.24800000	7829.73000000	7843.85400000	7889.58720000	7904.20200000
2822010050.25125647	7939.11600000	7941.22200000	7926.15400000	7929.33000000	7895.98600000	7894.48800000	7853.54400000	7868.45200000	7860.42400000	7874.17400000	7895.04480000	7901.53320000
2822512562.81407022	7854.90200000	7855.03800000	7864.95800000	7875.20400000	7851.06200000	7861.31000000	7844.87400000	7853.26800000	7809.45600000	7818.24400000	7845.05040000	7852.61280000
2823015075.37688446	7855.40800000	7855.10800000	7839.39800000	7845.41400000	7866.23200000	7862.09200000	7817.29200000	7830.74400000	7892.53000000	7892.76000000	7854.17200000	7857.22360000
2823517587.93969870	7866.27600000	7871.93400000	7883.27800000	7883.33400000	7830.31200000	7836.22200000	7858.31000000	7859.73600000	7822.86200000	7818.94800000	7852.20760000	7854.03480000
2824020100.50251245	7894.26800000	7901.50200000	7884.52400000	7870.53400000	8017.52000000	8016.39800000	7796.20000000	7800.91200000	7916.35200000	7916.47600000	7901.77280000	7901.16440000
2824522613.06532669	7870.52400000	7866.99200000	7840.45200000	7823.21200000	7790.64800000	7793.69000000	7908.58400000	7917.19600000	7884.93000000	7890.35400000	7859.02760000	7858.28880000
