freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2820000000.00000000	6555.92200000	6547.47200000	6614.63400000	6617.91800000	6512.97400000	6502.14200000	6574.05200000	6577.24200000	6521.68000000	6514.80800000	6555.85240000	6551.91640000
2820502512.56281424	6548.38600000	6542.33800000	6608.63600000	6615.50800000	6526.53000000	6521.75200000	6567.25200000	6563.39800000	6505.64000000	6490.26400000	6551.28880000	6546.65200000
2821005025.12562799	6427.32400000	6423.60800000	6410.49800000	6408.37400000	6433.92200000	6431.03600000	6615.85000000	6611.51200000	6423.78400000	6415.39200000	6462.27560000	6457.98440000
2821507537.68844223	6417.95400000	6404.74800000	6437.13600000	6431.21600000	6421.31400000	6415.06400000	6596.74600000	6592.10600000	6442.97200000	6439.15000000	6463.22440000	6456.45680000
2822010050.25125647	6507.95000000	6515.31800000	6488.16200000	6479.00400000	6565.02800000	6561.57000000	6563.30600000	6554.85800000	6565.16800000	6563.13600000	6537.92280000	6534.77720000
2822512562.81407022	6467.23800000	6459.30800000	6522.30200000	6514.87600000	6440.52200000	6434.17200000	6642.84600000	6638.87400000	6439.28800000	6431.06400000	6502.43920000	6495.65880000
2823015075.37688446	6492.18400000	6482.63000000	6444.88800000	6438.36600000	6580.42000000	6570.09400000	6547.30400000	6529.29800000	6490.76800000	6481.96000000	6511.11280000	6500.46960000
2823517587.93969870	6485.90400000	6486.58600000	6520.56400000	6506.22800000	6490.94800000	6477.03800000	6632.59800000	6625.05600000	6474.89000000	6473.63600000	6520.98080000	6513.70880000
2824020100.50251245	6425.23000000	6423.25400000	6490.39200000	6484.01800000	6520.85400000	6513.85800000	6556.73600000	6553.34800000	6469.17200000	6455.67800000	6492.47680000	6486.03120000
2824522613.06532669	6571.90200000	6568.83200000	6538.19000000	6525.28800000	6506.14400000	6504.17600000	6723.56400000	6712.38000000	6465.82800000	6460.41200000	6561.12560000	6554.21760000
2825025125.62814093	6504.45800000	6497.78800000	6499.99800000	6502.48400000	6469.94800000	6468.00400000	6569.34800000	6571.36400000	6505.88800000	6502.17600000	6509.92800000	6508.36320000
2825527638.19095469	6517.40200000	6516.27200000	6467.39600000	6460.60600000	6460.30000000	6458.61000000	6644.53200000	6640.28000000	6425.20000000	6423.40200000	6502.96600000	6499.83400000
2826030150.75376892	6481.05400000	6481.54600000	6495.62400000	6495.76400000	6453.84600000	6456.13400000	6644.36400000	6644.71200000	6461.82000000	6457.29800000	6507.34160000	6507.09080000
2826532663.31658268	6489.91600000	6481.28200000	6582.01000000	6576.70200000	6515.34000000	6502.07000000	6477.22800000	6474.09800000	6504.01400000	6501.80800000	6513.70160000	6507.19200000
