freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	PL_sig11	PL_ref11	PL_sig12	PL_ref12	PL_sig13	PL_ref13	PL_sig14	PL_ref14	PL_sig15	PL_ref15	PL_sig16	PL_ref16	PL_sig17	PL_ref17	PL_sig18	PL_ref18	PL_sig19	PL_ref19	PL_sig20	PL_ref20	PL_sig21	PL_ref21	PL_sig22	PL_ref22	PL_sig23	PL_ref23	PL_sig24	PL_ref24	PL_sig25	PL_ref25	avgPL_sig	avgPL_ref
2820000000.00000000	5885.72200000	5876.32000000	5902.94800000	5889.42200000	5937.10600000	5925.35000000	5935.81000000	5931.22800000	5913.29000000	5904.08400000	5910.57000000	5906.88000000	5928.61400000	5924.02400000	5968.14800000	5955.19800000	5897.68000000	5892.01200000	5984.31000000	5968.12600000	5975.83000000	5966.16600000	5965.44600000	5966.26200000	5988.86600000	5974.01400000	6004.61000000	6003.98200000	5964.43400000	5954.29000000	5937.67000000	5939.01200000	5993.92400000	5987.61000000	6022.81200000	6006.96000000	5964.50800000	5953.15200000	6007.11600000	6002.33800000	5980.62400000	5977.64400000	5959.26000000	5958.54000000	6022.35200000	6014.54600000	5970.65800000	5962.98800000	5998.08200000	5988.72000000	5960.81560000	5953.15472000
2820502512.56281424	5904.44200000	5896.05800000	5903.93400000	5894.92600000	5956.96600000	5943.03000000	5929.70800000	5922.51800000	5896.13000000	5889.30000000	5884.53800000	5877.01200000	5972.37800000	5961.38400000	5928.45000000	5921.08600000	5923.00600000	5917.15400000	5995.95200000	5985.21000000	5948.12600000	5932.20800000	5984.15000000	5970.67000000	5980.40400000	5969.53200000	6011.13600000	5998.96400000	5991.58400000	5979.90400000	5977.73600000	5974.27600000	6007.58000000	5993.61400000	5994.32200000	5989.51200000	6010.18600000	6007.19400000	5969.19000000	5959.59200000	5998.91800000	5985.28200000	5966.52200000	5961.29200000	6029.51800000	6019.54200000	5993.51200000	5989.26600000	5996.10800000	5983.29600000	5966.17984000	5956.87288000
2821005025.12562799	5883.97600000	5872.02200000	5893.91200000	5891.82200000	5888.08800000	5879.57000000	5910.04800000	5907.79800000	5901.80800000	5899.42000000	5875.04800000	5864.73800000	5915.82400000	5908.70600000	5925.00000000	5915.40200000	5952.68000000	5950.30600000	5945.78200000	5937.12800000	5984.20400000	5979.46400000	5984.99000000	5976.85600000	5945.86600000	5939.21600000	5958.57600000	5951.00800000	5967.20400000	5956.94000000	5994.63200000	5988.26200000	5975.63800000	5962.49800000	5978.81000000	5971.70200000	6012.03800000	6016.10000000	5965.66200000	5958.99400000	5959.80000000	5953.27800000	5961.93600000	5960.38400000	5987.05200000	5978.19200000	5992.27200000	5983.81400000	6008.31400000	5999.79600000	5950.76640000	5944.13664000
2821507537.68844223	5868.06200000	5858.16000000	5940.56400000	5933.18200000	5907.10000000	5893.06600000	5918.46200000	5913.67000000	5921.91200000	5913.52400000	5915.83400000	5905.43200000	5899.76000000	5888.36200000	5927.90200000	5916.83400000	5980.76200000	5971.07600000	5984.68400000	5981.58800000	5985.81000000	5969.79000000	5964.91600000	5950.38400000	5991.58200000	5985.85600000	5968.60600000	5964.34000000	5971.60400000	5960.68400000	5972.35600000	5968.41200000	5963.96800000	5958.68600000	5961.08800000	5953.29200000	6030.49400000	6016.07400000	5966.85200000	5959.04200000	5959.61000000	5943.38600000	5975.87400000	5964.82400000	5927.31600000	5918.76200000	5996.31600000	5983.68400000	5984.73400000	5976.09200000	5955.44672000	5945.92808000
2822010050.25125647	5877.28800000	5863.13400000	5923.39600000	5911.85600000	5898.64200000	5891.30200000	5907.08000000	5901.87000000	5914.40800000	5913.50200000	5899.12800000	5890.47600000	5914.50800000	5907.92400000	5939.30600000	5929.42600000	5980.57200000	5968.86400000	5945.65200000	5942.43400000	5963.39400000	5960.47400000	5969.91400000	5961.68000000	5992.59000000	5981.51400000	6011.41400000	6001.65200000	5993.54000000	5982.17200000	6020.35600000	6015.20800000	5977.36400000	5970.29400000	6001.16200000	5992.60000000	5959.09800000	5954.69600000	5944.24600000	5942.46800000	5963.01200000	5957.04800000	6005.76600000	6009.28600000	5971.22600000	5959.56200000	6022.24000000	6013.44600000	5979.71800000	5970.67200000	5959.00080000	5951.74240000
2822512562.81407022	5853.75000000	5845.95400000	5906.52400000	5906.19800000	5902.24400000	5890.18200000	5952.26600000	5945.94200000	5899.18800000	5883.99600000	5915.36800000	5908.03600000	5915.29400000	5911.92600000	5937.93600000	5927.83200000	5984.35600000	5970.97600000	5933.22400000	5926.89000000	5967.86200000	5957.83200000	5979.64800000	5975.76400000	5961.69800000	5957.34600000	6015.67600000	6001.04200000	5965.65600000	5964.40800000	6001.13400000	5987.44800000	5966.70600000	5951.14200000	5937.06200000	5931.50800000	6001.53400000	6001.02800000	6000.90000000	6003.80000000	5970.94400000	5964.52000000	5979.57000000	5970.14400000	5987.74200000	5985.95000000	5996.08000000	5983.17200000	5940.42000000	5935.73400000	5954.91128000	5947.55080000
2823015075.37688446	5851.64000000	5849.59200000	5921.74600000	5919.16800000	5917.10200000	5916.31000000	5918.19000000	5906.85600000	5914.85600000	5904.50400000	5881.62800000	5875.17800000	5919.92000000	5915.49000000	5942.33600000	5935.74200000	5978.46800000	5972.43200000	5935.67000000	5929.64800000	5964.08800000	5953.13600000	5971.90400000	5964.37200000	5977.22000000	5973.11400000	6028.26800000	6016.34200000	5962.63600000	5961.11200000	5980.30800000	5981.47400000	5992.65400000	5978.25200000	5949.40000000	5942.32200000	6016.17800000	6013.30400000	5991.84600000	5982.82200000	5931.41000000	5926.92600000	5959.68600000	5962.27600000	6008.47000000	6004.19000000	5987.86600000	5979.82600000	6011.89600000	6002.51200000	5956.61544000	5950.67600000
2823517587.93969870	5868.19000000	5860.12600000	5922.84600000	5912.01200000	5942.68200000	5935.19600000	5913.40800000	5907.06000000	5935.56800000	5930.23000000	5872.35800000	5859.33800000	5950.32400000	5933.26800000	5913.37400000	5907.60400000	5951.88000000	5941.21200000	5962.24800000	5953.16000000	5942.82600000	5933.90400000	5959.45600000	5948.23800000	5977.40000000	5967.54400000	5998.35000000	5996.56200000	6007.36600000	5991.47800000	5980.01800000	5977.99400000	5985.09600000	5972.07200000	5999.80200000	5990.98200000	6029.96200000	6018.86600000	5975.50200000	5958.95600000	5988.02400000	5977.97000000	5940.01600000	5931.88200000	6020.75800000	6009.99000000	5994.74400000	5984.74200000	6020.68200000	6017.78600000	5962.11520000	5952.72688000
2824020100.50251245	5891.01400000	5886.62200000	5908.71200000	5894.76800000	5916.50800000	5910.37200000	5921.18000000	5918.74800000	5907.15800000	5899.78000000	5928.23200000	5919.39200000	5986.78800000	5968.91200000	5982.84600000	5971.54000000	5919.98000000	5922.63600000	6011.68000000	6007.58200000	5959.91800000	5943.90800000	5975.73600000	5974.54400000	5993.96000000	5987.53200000	6029.38600000	6016.52600000	5982.81400000	5972.93600000	5919.31400000	5912.97400000	5965.44400000	5951.76800000	6021.41400000	6010.53600000	5965.71600000	5960.10200000	5982.41400000	5978.26600000	5978.78200000	5975.51600000	6013.63000000	6002.58600000	6016.74000000	6009.28400000	6020.37600000	6015.10600000	5997.49000000	5990.44000000	5967.88928000	5960.09504000
2824522613.06532669	5886.59400000	5882.64200000	5935.18600000	5926.13400000	5916.06200000	5909.84200000	5935.65400000	5931.73600000	5910.79600000	5905.66600000	5907.85000000	5894.24600000	5888.25600000	5878.67000000	5934.49000000	5926.68200000	5977.00800000	5974.83200000	5995.84400000	5983.19000000	5967.18000000	5956.22000000	5956.73400000	5947.19800000	6002.22200000	5994.20800000	5954.34000000	5942.18000000	5962.94400000	5954.96000000	6001.08600000	5987.59000000	5954.85200000	5946.32200000	5958.27400000	5943.76200000	6050.30400000	6042.56400000	5974.08200000	5967.35200000	5943.91600000	5939.03000000	5981.50000000	5971.36200000	5956.02600000	5948.41800000	6015.00600000	6005.54800000	5961.23800000	5956.02600000	5957.09776000	5948.65520000
