freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	PL_sig6	PL_ref6	PL_sig7	PL_ref7	PL_sig8	PL_ref8	PL_sig9	PL_ref9	PL_sig10	PL_ref10	PL_sig11	PL_ref11	PL_sig12	PL_ref12	PL_sig13	PL_ref13	PL_sig14	PL_ref14	PL_sig15	PL_ref15	PL_sig16	PL_ref16	PL_sig17	PL_ref17	PL_sig18	PL_ref18	PL_sig19	PL_ref19	PL_sig20	PL_ref20	PL_sig21	PL_ref21	PL_sig22	PL_ref22	PL_sig23	PL_ref23	PL_sig24	PL_ref24	PL_sig25	PL_ref25	avgPL_sig	avgPL_ref
2820000000.00000000	6830.56200000	6824.31600000	6763.11400000	6765.48000000	6834.81800000	6829.67800000	6854.49200000	6839.93400000	6867.11400000	6862.50600000	6950.55800000	6940.69000000	6952.30800000	6952.55800000	6954.47000000	6941.10200000	6966.85600000	6957.05200000	6966.59400000	6966.21000000	6980.56400000	6972.49000000	6968.02000000	6956.09800000	6953.14400000	6946.30000000	6963.13400000	6946.68000000	6964.13200000	6949.10800000	6976.59800000	6961.86200000	6962.05400000	6953.11600000	6941.80800000	6925.60600000	6989.20800000	6980.82200000	6944.35000000	6937.24600000	6954.34400000	6938.21800000	6932.45400000	6926.03200000	6974.67600000	6964.07200000	6963.31600000	6949.83800000	6937.54000000	6927.01800000	6933.84912000	6924.56128000
2820502512.56281424	6951.08400000	6948.11800000	6803.96600000	6803.26600000	6825.10800000	6803.52800000	6835.11800000	6833.37000000	6886.57800000	6878.79200000	6922.43600000	6908.93800000	6954.49800000	6944.71000000	6976.57600000	6971.34200000	6948.09200000	6934.83800000	6956.00200000	6948.70400000	6989.03200000	6983.90400000	6974.71800000	6964.84200000	6979.07000000	6965.73000000	6950.71600000	6933.74000000	6938.84800000	6930.46600000	6938.53000000	6936.99000000	6948.49600000	6947.68200000	6941.24200000	6937.39800000	6961.20000000	6951.83800000	6987.54800000	6980.70200000	6937.46800000	6936.29400000	6950.74600000	6936.22200000	6969.41400000	6950.26800000	6989.69200000	6982.60000000	6974.16000000	6963.00400000	6939.61352000	6931.09144000
2821005025.12562799	6878.25800000	6861.70400000	6818.02200000	6815.40800000	6815.69400000	6797.84400000	6835.27400000	6823.75200000	6882.74800000	6864.76400000	6939.18400000	6925.81200000	6926.87600000	6919.41000000	6817.07800000	6780.83800000	6969.94800000	6951.51800000	6955.10400000	6946.57600000	6981.42400000	6973.03200000	6973.29400000	6964.10400000	6958.76400000	6949.91400000	6965.32000000	6952.55800000	6944.26200000	6927.08600000	6996.22200000	6985.92200000	6942.26000000	6930.41600000	6962.96000000	6952.45400000	6958.95800000	6945.33200000	6945.39600000	6925.09200000	6933.18400000	6932.95800000	6939.13200000	6928.76400000	6965.70000000	6950.65600000	6965.08400000	6952.68400000	6935.30000000	6915.35800000	6928.21784000	6914.95824000
2821507537.68844223	6844.01200000	6830.37600000	6788.50600000	6774.34000000	6810.16800000	6796.88600000	6867.73200000	6853.98800000	6903.30000000	6894.29200000	6941.51600000	6938.41000000	6952.40600000	6947.15400000	6940.21800000	6925.60400000	6980.47400000	6971.50600000	6976.04400000	6965.73000000	6970.42200000	6964.88200000	6971.66600000	6959.46400000	6962.90200000	6953.56600000	6946.73400000	6933.98000000	6950.27400000	6940.32000000	6977.62600000	6967.42800000	6943.08600000	6928.46800000	6953.29800000	6941.44400000	6963.16000000	6958.55800000	6972.82400000	6955.57400000	6948.72400000	6928.44200000	6966.46600000	6959.47000000	6980.45000000	6974.94000000	6962.79000000	6952.06400000	6941.39600000	6921.72600000	6936.64776000	6925.54448000
2822010050.25125647	6978.24800000	6974.01400000	6822.21200000	6818.70200000	6801.98800000	6804.89400000	6830.28000000	6814.47000000	6866.76200000	6862.07800000	6934.52400000	6924.67000000	6929.87400000	6913.78000000	6992.93200000	6984.69600000	6952.31200000	6938.05200000	6965.18600000	6950.65800000	6984.15800000	6965.75600000	6971.85000000	6960.19200000	6981.88800000	6969.98800000	6951.03200000	6948.82400000	6965.02000000	6954.09400000	6913.43800000	6899.18600000	6947.47400000	6939.67000000	6977.98600000	6967.77400000	6958.52000000	6945.10000000	7002.13200000	6992.09400000	6938.35000000	6925.85600000	6940.26000000	6922.85000000	6956.65200000	6942.49200000	6960.53600000	6954.51400000	6969.77800000	6957.37200000	6939.73568000	6929.27104000
2822512562.81407022	6867.08000000	6851.70800000	6799.02800000	6800.66200000	6818.57000000	6801.43400000	6864.86600000	6856.67000000	6886.36200000	6875.50000000	6954.26000000	6945.03800000	6942.24400000	6927.64800000	6957.45000000	6944.64400000	6976.17600000	6964.84200000	6960.91200000	6954.87400000	6960.52400000	6951.95600000	6944.00000000	6941.62400000	6975.72000000	6959.63000000	6954.06800000	6936.05800000	6945.66200000	6926.58000000	7002.70000000	6984.18800000	6921.48000000	6917.07000000	6984.62400000	6971.08800000	6953.08800000	6942.22600000	6954.08600000	6945.05200000	6962.19600000	6950.60800000	6957.54400000	6948.93000000	6967.85800000	6963.09400000	6987.08600000	6973.49400000	6962.45200000	6948.80000000	6938.40144000	6927.33672000
2823015075.37688446	6957.09000000	6943.24200000	6799.38800000	6793.65400000	6824.51600000	6811.97400000	6828.19600000	6815.63600000	6889.74600000	6880.88200000	6914.21200000	6903.03600000	6978.73600000	6963.03200000	6939.87400000	6930.03800000	6919.07400000	6897.55200000	6961.19800000	6948.50600000	7005.80600000	6988.70600000	6979.00800000	6966.25600000	6980.83200000	6965.59200000	6942.34400000	6936.81800000	6947.12800000	6931.20800000	6950.31200000	6932.43600000	6972.84400000	6964.91600000	6924.51400000	6916.23200000	6962.99800000	6952.62800000	6991.39600000	6986.30000000	6932.95200000	6922.04200000	6979.94600000	6968.47400000	6951.53600000	6945.76400000	6943.98000000	6925.66200000	6958.98800000	6946.09000000	6937.46456000	6925.46704000
2823517587.93969870	6919.39600000	6906.20000000	6792.40600000	6788.67000000	6792.07200000	6782.99400000	6812.77600000	6808.70600000	6872.70600000	6860.09000000	6922.60400000	6907.67600000	6963.76800000	6953.14800000	6966.01600000	6956.48000000	6955.28200000	6943.41800000	6965.71000000	6956.00200000	6984.28000000	6968.22400000	6960.89600000	6951.01200000	6980.60200000	6973.98800000	6945.20600000	6928.16000000	6912.09200000	6898.55200000	6943.10400000	6933.14200000	6950.85400000	6940.98800000	6944.64400000	6936.55000000	6956.67600000	6946.37200000	6954.73800000	6941.35000000	6934.69400000	6924.20600000	6945.64400000	6939.14000000	6983.58600000	6969.70800000	6951.53000000	6949.60800000	6962.43400000	6950.28600000	6930.94864000	6920.58680000
2824020100.50251245	6841.58400000	6838.83800000	6814.18600000	6798.17400000	6809.93200000	6802.89000000	6869.62800000	6858.65600000	6897.09800000	6884.49800000	6966.48400000	6954.99200000	6929.79000000	6921.23200000	6952.61000000	6934.41400000	6992.11400000	6974.13800000	6960.12600000	6952.12800000	6951.41800000	6945.13400000	6944.31600000	6932.30200000	6971.65200000	6959.24400000	6961.69000000	6939.49600000	6944.58400000	6936.03000000	7005.45000000	6995.18600000	6934.28800000	6931.97800000	6978.78600000	6972.36000000	6991.19400000	6977.10400000	6955.65000000	6943.84400000	6964.62000000	6953.96400000	6965.60000000	6949.66200000	6959.04200000	6949.32400000	6986.33400000	6977.43800000	6949.33000000	6939.41000000	6939.90024000	6928.89744000
2824522613.06532669	6898.72600000	6890.66600000	6794.32400000	6785.41200000	6787.16800000	6776.42400000	6812.32000000	6795.29800000	6879.11000000	6859.56600000	6932.12000000	6927.22400000	6949.90200000	6943.28000000	6949.89600000	6934.33800000	6954.38800000	6944.57200000	6965.05200000	6952.85600000	6972.66200000	6962.19600000	6957.67800000	6943.27400000	6978.62000000	6962.65400000	6939.79800000	6929.48200000	6912.61400000	6901.19000000	6948.81000000	6938.26000000	6954.99800000	6941.33400000	6952.88400000	6931.86600000	6975.99000000	6957.46000000	6976.99000000	6979.05200000	6959.88400000	6942.50400000	6939.00400000	6935.92600000	6986.09200000	6976.59000000	6969.00200000	6957.01600000	6974.45000000	6966.06000000	6932.89928000	6921.38000000
