freq	PL_sig1	PL_ref1	PL_sig2	PL_ref2	PL_sig3	PL_ref3	PL_sig4	PL_ref4	PL_sig5	PL_ref5	avgPL_sig	avgPL_ref
2720000000.00000000	1615.64800000	1614.40200000	1612.48600000	1606.06200000	1605.02400000	1603.15800000	1592.28800000	1594.93600000	1593.32600000	1595.47200000	1603.75440000	1602.80600000
2721003344.48160553	1614.37400000	1615.14600000	1609.56600000	1608.31400000	1605.06600000	1605.61400000	1596.42000000	1596.94800000	1591.94600000	1591.85000000	1603.47440000	1603.57440000
2722006688.96321058	1604.66800000	1600.29400000	1596.53600000	1597.57200000	1594.58400000	1592.62200000	1602.88000000	1601.40000000	1576.84200000	1578.37600000	1595.10200000	1594.05280000
2723010033.44481611	1615.13600000	1615.87800000	1602.14600000	1600.21200000	1599.97600000	1598.17800000	1592.89400000	1590.67000000	1596.93800000	1594.38400000	1601.41800000	1599.86440000
2724013377.92642164	1596.42400000	1601.39400000	1597.93200000	1595.74400000	1593.17400000	1595.33000000	1594.79600000	1591.76200000	1581.48600000	1578.06000000	1592.76240000	1592.45800000
2725016722.40802670	1618.69000000	1621.02200000	1601.96400000	1606.40000000	1599.82000000	1599.97800000	1591.51200000	1591.99400000	1588.21600000	1589.32800000	1600.04040000	1601.74440000
2726020066.88963223	1602.51800000	1602.62800000	1599.01200000	1595.56600000	1590.84000000	1593.35600000	1595.71000000	1594.12000000	1585.10400000	1585.43600000	1594.63680000	1594.22120000
2727023411.37123728	1615.08600000	1611.82600000	1605.92400000	1604.84200000	1600.02400000	1599.48400000	1589.67400000	1590.60200000	1589.64600000	1587.81200000	1600.07080000	1598.91320000
2728026755.85284281	1600.03000000	1601.76200000	1598.83200000	1601.34200000	1591.54600000	1597.15600000	1599.07200000	1597.54600000	1581.01000000	1581.12200000	1594.09800000	1595.78560000
2729030100.33444834	1614.65800000	1615.19600000	1602.41000000	1602.88600000	1600.88600000	1600.52000000	1591.60600000	1592.30800000	1590.71800000	1588.74400000	1600.05560000	1599.93080000
2730033444.81605339	1621.29200000	1617.92400000	1596.22600000	1597.26200000	1600.34200000	1598.20800000	1593.69600000	1587.65800000	1585.01000000	1583.61800000	1599.31320000	1596.93400000
2731036789.29765892	1600.34000000	1600.89000000	1595.01000000	1598.00400000	1594.29200000	1599.78400000	1600.26200000	1600.55000000	1578.54600000	1575.52000000	1593.69000000	1594.94960000
2732040133.77926445	1599.97200000	1597.06200000	1599.46400000	1598.86400000	1593.90800000	1592.95400000	1589.48000000	1587.59400000	1585.97600000	1586.83400000	1593.76000000	1592.66160000
2733043478.26086950	1613.25000000	1616.58000000	1604.67000000	1601.03400000	1595.73000000	1593.99600000	1595.18800000	1588.19400000	1593.11000000	1598.27600000	1600.38960000	1599.61600000
2734046822.74247503	1618.45400000	1616.10800000	1601.42400000	1599.38000000	1604.74800000	1601.46400000	1589.38200000	1588.52800000	1586.13000000	1580.90400000	1600.02760000	1597.27680000
2735050167.22408009	1615.45200000	1616.57200000	1608.78800000	1608.32800000	1596.85000000	1597.26400000	1597.12400000	1592.88600000	1589.43600000	1589.83800000	1601.53000000	1600.97760000
2736053511.70568562	1621.09600000	1617.30000000	1594.83600000	1598.26800000	1595.25000000	1595.27600000	1597.76000000	1592.92400000	1585.22400000	1585.03200000	1598.83320000	1597.76000000
2737056856.18729115	1622.78400000	1616.40200000	1599.66000000	1596.08200000	1604.95600000	1604.33000000	1593.48600000	1592.63000000	1588.03600000	1586.50400000	1601.78440000	1599.18960000
2738060200.66889620	1616.63400000	1616.83600000	1608.71200000	1609.39800000	1601.48800000	1602.26600000	1591.77200000	1586.97800000	1590.68600000	1589.67800000	1601.85840000	1601.03120000
2739063545.15050173	1616.18600000	1613.55400000	1607.21000000	1601.53200000	1597.36200000	1598.56000000	1590.45600000	1590.07600000	1592.62000000	1591.98200000	1600.76680000	1599.14080000
2740066889.63210726	1598.65600000	1597.86400000	1593.53000000	1590.83000000	1592.34800000	1595.45200000	1587.76600000	1586.40400000	1589.83400000	1587.16800000	1592.42680000	1591.54360000
2741070234.11371231	1598.84200000	1601.19000000	1597.03600000	1599.34200000	1595.91200000	1593.42400000	1597.82600000	1594.84600000	1585.01600000	1581.31400000	1594.92640000	1594.02320000
2742073578.59531784	1610.29800000	1611.74600000	1601.46400000	1603.32200000	1596.78800000	1594.41800000	1590.28600000	1586.24800000	1594.89200000	1593.36200000	1598.74560000	1597.81920000
2743076923.07692289	1612.43200000	1615.51400000	1600.04400000	1598.36400000	1600.19400000	1601.34400000	1591.12200000	1592.63600000	1595.16000000	1589.73800000	1599.79040000	1599.51920000
2744080267.55852842	1613.38000000	1614.14800000	1609.82600000	1608.26400000	1599.29200000	1603.58200000	1592.41000000	1596.79000000	1588.15000000	1590.29800000	1600.61160000	1602.61640000
2745083612.04013395	1614.17000000	1614.75600000	1603.59200000	1604.24200000	1597.06000000	1594.80000000	1595.80200000	1592.02400000	1595.53200000	1593.80600000	1601.23120000	1599.92560000
2746086956.52173901	1616.10200000	1609.80400000	1602.50600000	1604.48600000	1590.27400000	1595.41200000	1593.82000000	1592.87600000	1587.75800000	1593.83000000	1598.09200000	1599.28160000
2747090301.00334454	1612.18800000	1611.92400000	1607.97000000	1608.46200000	1604.47600000	1600.30000000	1594.45000000	1592.26000000	1587.87400000	1586.29000000	1601.39160000	1599.84720000
2748093645.48495007	1617.67400000	1616.40600000	1602.24200000	1599.42600000	1600.27400000	1593.82400000	1591.26600000	1591.48200000	1591.69200000	1587.05200000	1600.62960000	1597.63800000
2749096989.96655512	1616.44000000	1613.16800000	1611.57400000	1607.13400000	1604.68200000	1599.72000000	1589.88800000	1591.33200000	1586.70000000	1588.16200000	1601.85680000	1599.90320000
2750100334.44816065	1596.78000000	1598.56000000	1599.23800000	1600.56400000	1594.42600000	1594.29600000	1596.78200000	1596.21800000	1585.94200000	1578.67000000	1594.63360000	1593.66160000
2751103678.92976570	1615.57600000	1615.39400000	1604.00800000	1602.60800000	1600.99000000	1595.45400000	1586.37600000	1591.02200000	1590.64600000	1587.49400000	1599.51920000	1598.39440000
2752107023.41137123	1613.03800000	1616.13800000	1608.35800000	1610.83800000	1600.55000000	1601.46000000	1595.06200000	1593.35400000	1595.44800000	1594.48800000	1602.49120000	1603.25560000
2753110367.89297676	1613.06000000	1614.41400000	1601.42000000	1602.72800000	1598.96000000	1604.49000000	1588.93400000	1591.38200000	1588.70600000	1586.70800000	1598.21600000	1599.94440000
2754113712.37458181	1601.37000000	1604.17600000	1598.55800000	1600.76400000	1595.86000000	1594.16600000	1597.28200000	1595.39800000	1581.79600000	1582.04800000	1594.97320000	1595.31040000
2755117056.85618734	1614.44200000	1611.72600000	1609.40000000	1607.57000000	1603.65600000	1603.78200000	1596.17600000	1592.49800000	1592.71800000	1593.45000000	1603.27840000	1601.80520000
2756120401.33779287	1597.24200000	1598.73200000	1604.03400000	1601.97400000	1597.54200000	1592.67000000	1597.77200000	1596.37600000	1583.22400000	1581.41000000	1595.96280000	1594.23240000
2757123745.81939793	1617.33600000	1621.24200000	1598.29600000	1597.02000000	1599.53400000	1597.63800000	1591.87200000	1588.56000000	1584.41600000	1584.51600000	1598.29080000	1597.79520000
2758127090.30100346	1614.16600000	1613.39600000	1605.91600000	1609.43800000	1606.53200000	1607.36800000	1594.22800000	1593.30400000	1591.90800000	1592.54800000	1602.55000000	1603.21080000
2759130434.78260851	1609.15200000	1609.10800000	1602.57200000	1604.98600000	1597.22800000	1599.83000000	1592.91400000	1593.29000000	1595.02600000	1595.24600000	1599.37840000	1600.49200000
2760133779.26421404	1600.04200000	1597.63600000	1602.46200000	1599.84200000	1591.06400000	1593.20400000	1593.61600000	1595.28200000	1582.62800000	1585.29600000	1593.96240000	1594.25200000
2761137123.74581957	1608.08200000	1606.74200000	1603.52200000	1600.51800000	1594.09400000	1589.43400000	1593.09000000	1589.85600000	1586.11400000	1584.22800000	1596.98040000	1594.15560000
2762140468.22742462	1614.52800000	1616.15000000	1602.67000000	1601.24400000	1601.62000000	1600.77600000	1594.08000000	1592.85800000	1594.51400000	1589.36800000	1601.48240000	1600.07920000
2763143812.70903015	1612.06800000	1612.77000000	1610.59000000	1606.85600000	1603.77400000	1608.31800000	1595.33800000	1594.04600000	1587.56800000	1588.05400000	1601.86760000	1602.00880000
2764147157.19063568	1615.77400000	1618.85800000	1603.98000000	1602.93600000	1596.47600000	1601.16600000	1593.75600000	1591.90200000	1589.55800000	1588.76200000	1599.90880000	1600.72480000
2765150501.67224073	1601.41600000	1601.99600000	1599.51200000	1599.35800000	1596.45400000	1595.97800000	1598.25000000	1595.82800000	1582.44600000	1582.72200000	1595.61560000	1595.17640000
2766153846.15384626	1615.51400000	1614.58000000	1608.27400000	1608.69000000	1603.15600000	1605.75200000	1590.24800000	1589.05000000	1592.10400000	1589.44000000	1601.85920000	1601.50240000
2767157190.63545132	1614.17600000	1613.86200000	1606.64200000	1601.82400000	1599.55800000	1598.39400000	1595.57200000	1595.80000000	1590.58200000	1590.86800000	1601.30600000	1600.14960000
2768160535.11705685	1606.57000000	1614.18800000	1606.54400000	1607.97200000	1603.10000000	1602.66800000	1593.42400000	1595.65800000	1594.15400000	1591.02200000	1600.75840000	1602.30160000
2769163879.59866238	1608.60400000	1609.69400000	1602.74400000	1604.04400000	1596.60600000	1598.80400000	1595.98000000	1593.63600000	1596.64800000	1596.93400000	1600.11640000	1600.62240000
2770167224.08026743	1611.70400000	1610.87400000	1604.97600000	1603.20000000	1597.18400000	1601.25000000	1589.25800000	1589.84000000	1588.50000000	1587.58800000	1598.32440000	1598.55040000
2771170568.56187296	1604.22000000	1604.77400000	1599.42400000	1597.96600000	1590.46200000	1588.97400000	1590.82400000	1591.95200000	1586.50800000	1585.78600000	1594.28760000	1593.89040000
2772173913.04347849	1610.20800000	1607.00200000	1607.66200000	1605.57200000	1600.67800000	1599.56600000	1587.44800000	1585.91800000	1591.68000000	1590.62000000	1599.53520000	1597.73560000
